age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,1.14954907736789,1.14954907736789,1.14954907736789
20-34,Female,Food_price,USD,0.635148075402967,0.635148075402967,0.635148075402967
20-34,Female,FL,mrh-eq,0.0403259954779504,0.0403259954779504,0.0403259954779504
20-34,Male,CED,MJ,1.15265887181953,1.15265887181953,1.15265887181953
20-34,Male,Food_price,USD,0.609463181349416,0.609463181349416,0.609463181349416
20-34,Male,FL,mrh-eq,0.0400048183126129,0.0400048183126129,0.0400048183126129
35-44,Female,CED,MJ,1.15259105112176,1.15259105112176,1.15259105112176
35-44,Female,Food_price,USD,0.527573956063111,0.527573956063111,0.527573956063111
35-44,Female,FL,mrh-eq,0.0404065066726229,0.0404065066726229,0.0404065066726229
35-44,Male,CED,MJ,1.15740773545098,1.15740773545098,1.15740773545098
35-44,Male,Food_price,USD,0.576435369646835,0.576435369646835,0.576435369646835
35-44,Male,FL,mrh-eq,0.0405166605679749,0.0405166605679749,0.0405166605679749
45-54,Female,CED,MJ,1.15954319796045,1.15954319796045,1.15954319796045
45-54,Female,Food_price,USD,0.576252747646671,0.576252747646671,0.576252747646671
45-54,Female,FL,mrh-eq,0.0411726166300077,0.0411726166300077,0.0411726166300077
45-54,Male,CED,MJ,1.16050356091933,1.16050356091933,1.16050356091933
45-54,Male,Food_price,USD,0.555684933024255,0.555684933024255,0.555684933024255
45-54,Male,FL,mrh-eq,0.0414668741733491,0.0414668741733491,0.0414668741733491
55-64,Female,CED,MJ,1.16031068615419,1.16031068615419,1.16031068615419
55-64,Female,Food_price,USD,0.608600312404769,0.608600312404769,0.608600312404769
55-64,Female,FL,mrh-eq,0.0412636547693843,0.0412636547693843,0.0412636547693843
55-64,Male,CED,MJ,1.14872353147969,1.14872353147969,1.14872353147969
55-64,Male,Food_price,USD,0.546387061338709,0.546387061338709,0.546387061338709
55-64,Male,FL,mrh-eq,0.0414515787051418,0.0414515787051418,0.0414515787051418
65-74,Female,CED,MJ,1.16778052869959,1.16778052869959,1.16778052869959
65-74,Female,Food_price,USD,0.629149218178815,0.629149218178815,0.629149218178815
65-74,Female,FL,mrh-eq,0.0409124910541493,0.0409124910541493,0.0409124910541493
65-74,Male,CED,MJ,1.15181769404096,1.15181769404096,1.15181769404096
65-74,Male,Food_price,USD,0.531610185090793,0.531610185090793,0.531610185090793
65-74,Male,FL,mrh-eq,0.0409081841496707,0.0409081841496707,0.0409081841496707
75+,Female,CED,MJ,1.15284684653391,1.15284684653391,1.15284684653391
75+,Female,Food_price,USD,0.57939980304227,0.57939980304227,0.57939980304227
75+,Female,FL,mrh-eq,0.0408776261242531,0.0408776261242531,0.0408776261242531
75+,Male,CED,MJ,1.16611542916741,1.16611542916741,1.16611542916741
75+,Male,Food_price,USD,0.557464303340654,0.557464303340654,0.557464303340654
75+,Male,FL,mrh-eq,0.0408192834062281,0.0408192834062281,0.0408192834062281
