sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.111136718645268,-0.115866527054301,-0.113017501793677
Female,added_sugar,Food_price,USD,-0.193186362589781,-0.200019558340167,-0.196305357704004
Female,added_sugar,FL,mrh-eq,-0.0052308591531147,-0.00544105657369704,-0.00531097611747867
Female,oil,CED,MJ,-0.00521559180441325,-0.00416103748477906,-0.00476565731485905
Female,oil,Food_price,USD,-0.00408185136821248,-0.00297872253208308,-0.00323782609729404
Female,oil,FL,mrh-eq,-0.00026528223300947,-0.00021010273377204,-0.000240351878371418
Female,sat_fat,CED,MJ,-0.182188221677362,-0.189260054948084,-0.187580106729407
Female,sat_fat,Food_price,USD,-0.0210232157833197,-0.0218214487699934,-0.0217803463585671
Female,sat_fat,FL,mrh-eq,-0.00484949276489209,-0.00503651373948527,-0.00499279604089743
Male,added_sugar,CED,MJ,-0.0940362260747679,-0.0984692569859076,-0.096772943178655
Male,added_sugar,Food_price,USD,-0.156647918695651,-0.164052630734296,-0.161609959742731
Male,added_sugar,FL,mrh-eq,-0.0041522641804298,-0.00436858764321447,-0.00429291735179703
Male,oil,CED,MJ,0.00218945487532724,0.00252724807414087,0.00268689504961933
Male,oil,Food_price,USD,0.00153739783563476,0.00145853337601637,0.00169882495347692
Male,oil,FL,mrh-eq,0.000110609993670832,0.000127795267346516,0.000136124906904468
Male,sat_fat,CED,MJ,-0.187968527620096,-0.187809785790759,-0.186959550166896
Male,sat_fat,Food_price,USD,-0.0208999725236098,-0.0209010866143092,-0.020804036508453
Male,sat_fat,FL,mrh-eq,-0.00517383903797361,-0.0051722201417591,-0.00514772747216067
