age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,0.608470823097145,0.649980322917973,0.653601531360659
20-34,Female,HIS,added_sugar,Food_price,USD,0.920289197107991,0.985841221755154,0.999632506906472
20-34,Female,HIS,added_sugar,FL,mrh-eq,0.0263751096537515,0.0281744031743085,0.0283313700593742
20-34,Female,HIS,oil,CED,MJ,0.3119006087327,0.309370281461141,0.315334226023357
20-34,Female,HIS,oil,Food_price,USD,0.21052419020812,0.21176694796546,0.215236995706116
20-34,Female,HIS,oil,FL,mrh-eq,0.0160995052944769,0.0159688963242964,0.0162767397666209
20-34,Female,HIS,sat_fat,CED,MJ,1.70955111915075,1.6995511682205,1.72989023411699
20-34,Female,HIS,sat_fat,Food_price,USD,0.25194001260278,0.250899554956088,0.256920684111299
20-34,Female,HIS,sat_fat,FL,mrh-eq,0.0467993621368592,0.0465256111388966,0.0473561501709727
20-34,Female,NHB,added_sugar,CED,MJ,0.711022440250188,0.676710430862833,0.712050149089569
20-34,Female,NHB,added_sugar,Food_price,USD,1.29096467578316,1.19423550433545,1.31006443629836
20-34,Female,NHB,added_sugar,FL,mrh-eq,0.0279488001156969,0.026600067027051,0.0279891971936272
20-34,Female,NHB,oil,CED,MJ,0.347241645685489,0.356243045011122,0.355470283005179
20-34,Female,NHB,oil,Food_price,USD,0.258947998512445,0.263871755551528,0.264168757654866
20-34,Female,NHB,oil,FL,mrh-eq,0.0178882712199436,0.0183519813609839,0.0183121722639977
20-34,Female,NHB,sat_fat,CED,MJ,1.65776903235362,1.61129422784783,1.61133129255035
20-34,Female,NHB,sat_fat,Food_price,USD,0.182770791965479,0.180896341395907,0.181010563771501
20-34,Female,NHB,sat_fat,FL,mrh-eq,0.0434352869732705,0.0422175983620475,0.0422185694961194
20-34,Female,NHW,added_sugar,CED,MJ,0.599889581557529,0.585595995045191,0.611681902748835
20-34,Female,NHW,added_sugar,Food_price,USD,1.30591173186743,1.24861696704891,1.30969393152739
20-34,Female,NHW,added_sugar,FL,mrh-eq,0.0276024161410598,0.0269447325686307,0.0281450102563742
20-34,Female,NHW,oil,CED,MJ,0.337092792674544,0.321715381051926,0.326362040970488
20-34,Female,NHW,oil,Food_price,USD,0.233598880309146,0.223035232349637,0.225373967884107
