sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.218483230767998,-0.227791250795182,-0.222174682404687
Female,added_sugar,Food_price,USD,-0.379741088121657,-0.393194968657893,-0.385855156239798
Female,added_sugar,FL,mrh-eq,-0.0102849225285826,-0.0106985958637825,-0.0104421414857842
Female,oil,CED,MJ,-0.0262017380406213,-0.0209146445217136,-0.0239274182705736
Female,oil,Food_price,USD,-0.0205044903247333,-0.0149739280989493,-0.016267025535991
Female,oil,FL,mrh-eq,-0.00133267232241028,-0.0010560138368444,-0.00120680024740653
Female,sat_fat,CED,MJ,-0.63647238949382,-0.661676493560665,-0.655571277829031
Female,sat_fat,Food_price,USD,-0.0734448448230692,-0.0762964370090504,-0.0761201958824331
Female,sat_fat,FL,mrh-eq,-0.0169350612581461,-0.0176013930012811,-0.0174423981837229
Male,added_sugar,CED,MJ,-0.184826896650328,-0.193586729379985,-0.190264316587759
Male,added_sugar,Food_price,USD,-0.307775706126265,-0.322417029568016,-0.317608629837713
Male,added_sugar,FL,mrh-eq,-0.00816530246209965,-0.00859282181819665,-0.00844492163808754
Male,oil,CED,MJ,0.0111445374957047,0.0128710370051847,0.0136884777378374
Male,oil,Food_price,USD,0.00782522967558136,0.00743136925045031,0.00866769062832902
Male,oil,FL,mrh-eq,0.000563053898088314,0.000650798522813481,0.000693466234908554
Male,sat_fat,CED,MJ,-0.596261404021587,-0.594943119478882,-0.592731370460372
Male,sat_fat,Food_price,USD,-0.0663270937607536,-0.066238382225482,-0.0659938011104931
Male,sat_fat,FL,mrh-eq,-0.0164047605400291,-0.0163771946594961,-0.0163128798531359
