age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,2.62992255098059,2.65890177259961,2.69882599150101
20-34,Female,HIS,Food_price,USD,1.38275339991889,1.4485077246767,1.47179018672389
20-34,Female,HIS,FL,mrh-eq,0.0892739770850876,0.0906689106375016,0.0919642599969677
20-34,Female,NHB,CED,MJ,2.71603311828929,2.64424770372179,2.6788517246451
20-34,Female,NHB,Food_price,USD,1.73268346626109,1.63900360128288,1.75524375772472
20-34,Female,NHB,FL,mrh-eq,0.0892723583089109,0.0871696467500825,0.0885199389537442
20-34,Female,NHW,CED,MJ,2.67876533109577,2.69350573632654,2.70267322389454
20-34,Female,NHW,Food_price,USD,1.74665164121384,1.68142010636158,1.74627708257792
20-34,Female,NHW,FL,mrh-eq,0.0909714812896433,0.0906515654071743,0.0915374823201449
20-34,Female,OTH,CED,MJ,2.39570672355932,2.39804447257264,2.44546913567083
20-34,Female,OTH,Food_price,USD,1.50508295448547,1.49197217855376,1.55891411978067
20-34,Female,OTH,FL,mrh-eq,0.0825446059889264,0.0816217867081708,0.0837871440736354
20-34,Male,HIS,CED,MJ,2.47444158199255,2.44935556721827,2.46336378895551
20-34,Male,HIS,Food_price,USD,1.36324871253063,1.31432392174377,1.34483602225225
20-34,Male,HIS,FL,mrh-eq,0.0800395546508385,0.0791220213533621,0.079527051417461
20-34,Male,NHB,CED,MJ,2.53255423475259,2.49198941606088,2.50566818374192
20-34,Male,NHB,Food_price,USD,1.4317789329836,1.48694218323588,1.46190568907961
20-34,Male,NHB,FL,mrh-eq,0.0828275784412466,0.0820623423708863,0.0821810165835181
20-34,Male,NHW,CED,MJ,2.56276784382481,2.51595697002386,2.5345291606507
20-34,Male,NHW,Food_price,USD,1.42040345828908,1.41021728125722,1.43133273402688
20-34,Male,NHW,FL,mrh-eq,0.0836060581025822,0.0821978040114444,0.0827081210904622
20-34,Male,OTH,CED,MJ,2.34592796584678,2.33294193830911,2.29985510176513
20-34,Male,OTH,Food_price,USD,1.3536777921162,1.37054117731229,1.34972788681752
20-34,Male,OTH,FL,mrh-eq,0.0791613133270274,0.0789941654494408,0.0776497185940673
35-44,Female,HIS,CED,MJ,2.36014703238347,2.45999036342737,2.43943173713577
35-44,Female,HIS,Food_price,USD,1.25958296099505,1.29127058778385,1.33142833274521
35-44,Female,HIS,FL,mrh-eq,0.0824714664801538,0.0860096942685433,0.0856267861110297
35-44,Female,NHB,CED,MJ,2.65970055012967,2.69610397789604,2.67791425007067
35-44,Female,NHB,Food_price,USD,1.4114554038414,1.46009107875655,1.46603877146219
35-44,Female,NHB,FL,mrh-eq,0.0902339751403469,0.0915992701877638,0.0906435470040339
35-44,Female,NHW,CED,MJ,2.74233636892773,2.85137761639448,2.87921976028405
35-44,Female,NHW,Food_price,USD,1.40688548136977,1.45272874249601,1.43508165606213
35-44,Female,NHW,FL,mrh-eq,0.0920192905738835,0.0956898446120218,0.0961470553366239
35-44,Female,OTH,CED,MJ,2.60503447180938,2.6610168665839,2.50631553350888
35-44,Female,OTH,Food_price,USD,1.32159296140904,1.39512143371933,1.34768623581999
35-44,Female,OTH,FL,mrh-eq,0.0935726778715424,0.096238834036997,0.0916991839996628
35-44,Male,HIS,CED,MJ,2.50478638586526,2.53165988865181,2.49644050671209
35-44,Male,HIS,Food_price,USD,1.36040666358557,1.30852909767412,1.32700291768859
35-44,Male,HIS,FL,mrh-eq,0.0843436026240068,0.08431093526316,0.0842537735097975
35-44,Male,NHB,CED,MJ,2.52214930311741,2.49377571663308,2.54581812575381
35-44,Male,NHB,Food_price,USD,1.42531212924903,1.4545572415293,1.50953748431099
35-44,Male,NHB,FL,mrh-eq,0.0824747668070083,0.0819645937698411,0.0835326414628843
35-44,Male,NHW,CED,MJ,2.64880395947937,2.73300669343781,2.70264372023864
35-44,Male,NHW,Food_price,USD,1.51553809671117,1.55441992695389,1.55651370204863
35-44,Male,NHW,FL,mrh-eq,0.0882137628782372,0.0910089654285708,0.0903817522832678
35-44,Male,OTH,CED,MJ,2.26635907575595,2.14345155804557,2.16276687385977
35-44,Male,OTH,Food_price,USD,1.13395309349837,1.07154267847874,1.08455202364082
