outcome,outcome_unit,X1,X2,X3
CED,MJ,0.650477113362216,0.657946061499369,0.654608042979807
Food_price,USD,0.422382280268015,0.429370919309452,0.426219441731553
FL,mrh-eq,0.0225582996254971,0.0228307769597389,0.0227041016369086
