age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-1.08684854909897,-1.11582777071799,-1.15575198961939
20-34,Female,HIS,Food_price,USD,-0.600063987633022,-0.665818312390833,-0.689100774438019
20-34,Female,HIS,FL,mrh-eq,-0.0350438744855445,-0.0364388080379586,-0.0377341573974247
20-34,Female,NHB,CED,MJ,-1.2646865926726,-1.19290117810509,-1.22750519902841
20-34,Female,NHB,Food_price,USD,-0.878606615744787,-0.784926750766575,-0.901166907208419
20-34,Female,NHB,FL,mrh-eq,-0.0398623971919367,-0.0377596856331082,-0.03910997783677
20-34,Female,NHW,CED,MJ,-1.18280030707803,-1.1975407123088,-1.2067081998768
20-34,Female,NHW,Food_price,USD,-0.826866424286489,-0.761634889434231,-0.82649186565057
20-34,Female,NHW,FL,mrh-eq,-0.038162791699672,-0.037842875817203,-0.0387287927301737
20-34,Female,OTH,CED,MJ,-0.906268685371956,-0.908606434385278,-0.956031097483468
20-34,Female,OTH,Food_price,USD,-0.588806737137414,-0.575695961205708,-0.642637902432615
20-34,Female,OTH,FL,mrh-eq,-0.0301172561175583,-0.0291944368368027,-0.0313597942022674
20-34,Male,HIS,CED,MJ,-0.946514087140728,-0.921428072366452,-0.935436294103689
20-34,Male,HIS,Food_price,USD,-0.577881807572838,-0.528957016785985,-0.559469117294462
20-34,Male,HIS,FL,mrh-eq,-0.0278923026440295,-0.0269747693465531,-0.0273797994106522
20-34,Male,NHB,CED,MJ,-1.05776219201754,-1.01719737332584,-1.03087614100688
20-34,Male,NHB,Food_price,USD,-0.71667531201597,-0.771838562268248,-0.746802068111978
20-34,Male,NHB,FL,mrh-eq,-0.0327564681658966,-0.0319912320955363,-0.0321099063081681
20-34,Male,NHW,CED,MJ,-1.02936523529427,-0.982554361493329,-1.00112655212016
20-34,Male,NHW,Food_price,USD,-0.518370289871945,-0.508184112840086,-0.52929956560974
20-34,Male,NHW,FL,mrh-eq,-0.0305132415829689,-0.0291049874918311,-0.0296153045708488
20-34,Male,OTH,CED,MJ,-0.863523766088186,-0.850537738550509,-0.817450902006528
20-34,Male,OTH,Food_price,USD,-0.462426260188632,-0.479289645384718,-0.458476354889944
20-34,Male,OTH,FL,mrh-eq,-0.0265810169890297,-0.0264138691114432,-0.0250694222560695
35-44,Female,HIS,CED,MJ,-0.867604970787372,-0.967448301831272,-0.946889675539662
35-44,Female,HIS,Food_price,USD,-0.492064041733568,-0.523751668522363,-0.563909413483722
35-44,Female,HIS,FL,mrh-eq,-0.0288925968013952,-0.0324308245897848,-0.0320479164322712
35-44,Female,NHB,CED,MJ,-1.19280403839756,-1.22920746616393,-1.21101773833856
35-44,Female,NHB,Food_price,USD,-0.841334420009095,-0.889970094924253,-0.895917787629892
35-44,Female,NHB,FL,mrh-eq,-0.039923758231413,-0.0412890532788299,-0.0403333300950999
35-44,Female,NHW,CED,MJ,-1.23096676180441,-1.34000800927116,-1.36785015316073
35-44,Female,NHW,Food_price,USD,-0.647186072384938,-0.693029333511178,-0.675382247077291
35-44,Female,NHW,FL,mrh-eq,-0.0398162567876564,-0.0434868108257948,-0.0439440215503967
35-44,Female,OTH,CED,MJ,-1.07994188039476,-1.13592427516929,-0.981222942094263
35-44,Female,OTH,Food_price,USD,-0.552673113570718,-0.626201585881002,-0.578766387981669
35-44,Female,OTH,FL,mrh-eq,-0.0366380035431898,-0.0393041597086443,-0.0347645096713101
35-44,Male,HIS,CED,MJ,-0.981185743829607,-1.00805924661615,-0.972839864676441
35-44,Male,HIS,Food_price,USD,-0.561948849320337,-0.510071283408883,-0.528545103423354
35-44,Male,HIS,FL,mrh-eq,-0.0308247058790667,-0.03079203851822,-0.0307348767648574
35-44,Male,NHB,CED,MJ,-1.04292768177536,-1.01455409529104,-1.06659650441176
35-44,Male,NHB,Food_price,USD,-0.680788817293082,-0.710033929573351,-0.765014172355038
35-44,Male,NHB,FL,mrh-eq,-0.0317087992143636,-0.0311986261771964,-0.0327666738702396
35-44,Male,NHW,CED,MJ,-1.09126619527869,-1.17546892923714,-1.14510595603796
35-44,Male,NHW,Food_price,USD,-0.67835432871866,-0.717236158961376,-0.719329934056118
35-44,Male,NHW,FL,mrh-eq,-0.0346151015012949,-0.0374103040516285,-0.0367830909063254
35-44,Male,OTH,CED,MJ,-0.783414504370518,-0.660506986660138,-0.679822302474339
35-44,Male,OTH,Food_price,USD,-0.385594455879463,-0.323184040859826,-0.336193386021907
