race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,-22.3753174588643,-23.2414614379141,-23.795050061048
HIS,Food_price,USD,-22.3753174588643,-23.2414614379141,-23.795050061048
HIS,FL,mrh-eq,-22.3753174588643,-23.2414614379141,-23.795050061048
NHB,CED,MJ,-32.1768435995254,-33.0417454657242,-31.6299391008621
NHB,Food_price,USD,-32.1768435995254,-33.0417454657242,-31.6299391008621
NHB,FL,mrh-eq,-32.1768435995254,-33.0417454657242,-31.6299391008621
NHW,CED,MJ,-30.4490245181309,-30.7931102297314,-30.6531473924502
NHW,Food_price,USD,-30.4490245181309,-30.7931102297314,-30.6531473924502
NHW,FL,mrh-eq,-30.4490245181309,-30.7931102297314,-30.6531473924502
OTH,CED,MJ,-23.1499210844902,-22.4316871431309,-21.7841762215518
OTH,Food_price,USD,-23.1499210844902,-22.4316871431309,-21.7841762215518
OTH,FL,mrh-eq,-23.1499210844902,-22.4316871431309,-21.7841762215518
