sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0,0,0
Female,added_sugar,Food_price,USD,0,0,0
Female,added_sugar,FL,mrh-eq,0,0,0
Female,oil,CED,MJ,0,0,0
Female,oil,Food_price,USD,0,0,0
Female,oil,FL,mrh-eq,0,0,0
Female,sat_fat,CED,MJ,0,0,0
Female,sat_fat,Food_price,USD,0,0,0
Female,sat_fat,FL,mrh-eq,0,0,0
Male,added_sugar,CED,MJ,0,0,0
Male,added_sugar,Food_price,USD,0,0,0
Male,added_sugar,FL,mrh-eq,0,0,0
Male,oil,CED,MJ,0,0,0
Male,oil,Food_price,USD,0,0,0
Male,oil,FL,mrh-eq,0,0,0
Male,sat_fat,CED,MJ,0,0,0
Male,sat_fat,Food_price,USD,0,0,0
Male,sat_fat,FL,mrh-eq,0,0,0
