age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,-0.212978164163374,-0.240478517206484,-0.242877594792251
20-34,Female,HIS,added_sugar,Food_price,USD,-0.321173277620026,-0.364601982573563,-0.373738811786551
20-34,Female,HIS,added_sugar,FL,mrh-eq,-0.00923186818567773,-0.0104239135549807,-0.0105279052863679
20-34,Female,HIS,oil,CED,MJ,-0.0053944509857738,-0.0032840857068276,-0.00825818596299898
20-34,Female,HIS,oil,Food_price,USD,-0.00287249206006337,-0.00390898755640127,-0.00680310657036341
20-34,Female,HIS,oil,FL,mrh-eq,-0.000278447652151556,-0.000169516037302442,-0.000426266268521512
20-34,Female,HIS,sat_fat,CED,MJ,-0.581283834522821,-0.573624392587698,-0.596862537976708
20-34,Female,HIS,sat_fat,Food_price,USD,-0.0856601507825093,-0.084863214378882,-0.0894750859240437
20-34,Female,HIS,sat_fat,FL,mrh-eq,-0.0159127810636336,-0.0157031020473862,-0.016339251718061
20-34,Female,NHB,added_sugar,CED,MJ,-0.278070588322891,-0.255382921259008,-0.278750126373935
20-34,Female,NHB,added_sugar,Food_price,USD,-0.500477611446399,-0.436518686383273,-0.513106688416987
20-34,Female,NHB,added_sugar,FL,mrh-eq,-0.0109303713232399,-0.0100385667387927,-0.0109570825380828
20-34,Female,NHB,oil,CED,MJ,-0.0400708252656943,-0.0475902925354213,-0.04694475305864
20-34,Female,NHB,oil,Food_price,USD,-0.0293237219341539,-0.0334368635202687,-0.0336849691218865
20-34,Female,NHB,oil,FL,mrh-eq,-0.00206426216228954,-0.00245163007055075,-0.00241837488532936
20-34,Female,NHB,sat_fat,CED,MJ,-0.616372545005011,-0.580393263879147,-0.580421958165568
20-34,Female,NHB,sat_fat,Food_price,USD,-0.0670425173927614,-0.0655913787657922,-0.0656798060116096
20-34,Female,NHB,sat_fat,FL,mrh-eq,-0.0161496070032915,-0.0152069121101585,-0.0152076639305514
20-34,Female,NHW,added_sugar,CED,MJ,-0.212246451390969,-0.202774636952449,-0.220060772732018
20-34,Female,NHW,added_sugar,Food_price,USD,-0.467337862836701,-0.429370808158628,-0.469844182249087
20-34,Female,NHW,added_sugar,FL,mrh-eq,-0.00976598870169731,-0.00933016689084986,-0.0101255451203228
20-34,Female,NHW,oil,CED,MJ,-0.0289150459223125,-0.0160903698506648,-0.0199656584709555
20-34,Female,NHW,oil,Food_price,USD,-0.0188914696458082,-0.0100814457913149,-0.0120319382657908
20-34,Female,NHW,oil,FL,mrh-eq,-0.00154148782110991,-0.000857792487295147,-0.00106438770514518
20-34,Female,NHW,sat_fat,CED,MJ,-0.647801885350296,-0.682554892877211,-0.665679691180235
20-34,Female,NHW,sat_fat,Food_price,USD,-0.0774474420649377,-0.0795030381823338,-0.0806308720031307
20-34,Female,NHW,sat_fat,FL,mrh-eq,-0.0168844964733041,-0.0177903089543957,-0.017350468796498
20-34,Female,OTH,added_sugar,CED,MJ,-0.164010183142817,-0.155705985704423,-0.177952328284073
20-34,Female,OTH,added_sugar,Food_price,USD,-0.307806525435993,-0.315126471828939,-0.345813820737327
20-34,Female,OTH,added_sugar,FL,mrh-eq,-0.00745634509696824,-0.00707881389331053,-0.00809019260309962
20-34,Female,OTH,oil,CED,MJ,-0.0478742959742758,-0.0226347052252515,-0.0318301614646362
20-34,Female,OTH,oil,Food_price,USD,-0.0391726950811318,-0.0134216925857743,-0.0302809092805775
20-34,Female,OTH,oil,FL,mrh-eq,-0.00245033980832384,-0.00115850725602129,-0.00162915631770506
20-34,Female,OTH,sat_fat,CED,MJ,-0.468164046271934,-0.503284302994373,-0.505487996223008
20-34,Female,OTH,sat_fat,Food_price,USD,-0.060179585183289,-0.065392200416235,-0.065723438230953
20-34,Female,OTH,sat_fat,FL,mrh-eq,-0.0123995588740796,-0.013329736435493,-0.0133881023526249
20-34,Male,HIS,added_sugar,CED,MJ,-0.192658614260349,-0.176298134326623,-0.185448512248118
20-34,Male,HIS,added_sugar,Food_price,USD,-0.344550579249553,-0.310192028662389,-0.336939033640943
20-34,Male,HIS,added_sugar,FL,mrh-eq,-0.00704672759430697,-0.00644832276383676,-0.00678300917713463
20-34,Male,HIS,oil,CED,MJ,0.0279443832329657,0.0280412618267872,0.0316110256139624
20-34,Male,HIS,oil,Food_price,USD,0.0141986586120923,0.0116830765708704,0.020300558764019
20-34,Male,HIS,oil,FL,mrh-eq,0.00146401602965993,0.00146909153313779,0.00165611270884077
20-34,Male,HIS,sat_fat,CED,MJ,-0.524935980055228,-0.524779309107598,-0.528153894753684
20-34,Male,HIS,sat_fat,Food_price,USD,-0.0559114508226748,-0.0559697010943587,-0.0562189989893372
20-34,Male,HIS,sat_fat,FL,mrh-eq,-0.0144721714461092,-0.0144678521216566,-0.0145608874324093
20-34,Male,NHB,added_sugar,CED,MJ,-0.242372003224439,-0.253903693068926,-0.265283880539931
20-34,Male,NHB,added_sugar,Food_price,USD,-0.428486317556408,-0.47492168480887,-0.457041651987666
20-34,Male,NHB,added_sugar,FL,mrh-eq,-0.00945102774153677,-0.00990069321105108,-0.0103444510133611
20-34,Male,NHB,oil,CED,MJ,0.0049493369390397,0.000651554546731559,0.01761891889895
20-34,Male,NHB,oil,Food_price,USD,-0.00232948758184417,0.00291417982464447,0.00342673986047414
20-34,Male,NHB,oil,FL,mrh-eq,0.000244435372164343,3.2178649398357e-05,0.000870154336074326
20-34,Male,NHB,sat_fat,CED,MJ,-0.532625466780641,-0.484407197444057,-0.497254955011589
20-34,Male,NHB,sat_fat,Food_price,USD,-0.0507350071534321,-0.0440800261960237,-0.0460615650580874
20-34,Male,NHB,sat_fat,FL,mrh-eq,-0.0143329698486374,-0.0130354145425946,-0.013381148145892
20-34,Male,NHW,added_sugar,CED,MJ,-0.148483543951861,-0.149666346622966,-0.146695129948888
20-34,Male,NHW,added_sugar,Food_price,USD,-0.294548400576729,-0.291039327818963,-0.300806841525895
