race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,-11.3165312109006,-11.3665143695133,-11.9007573020127
HIS,added_sugar,Food_price,USD,-11.3165312109006,-11.3665143695133,-11.9007573020127
HIS,added_sugar,FL,mrh-eq,-11.3165312109006,-11.3665143695133,-11.9007573020127
HIS,oil,CED,MJ,2.18632027556579,1.80487712630835,1.429824673894
HIS,oil,Food_price,USD,2.18632027556579,1.80487712630835,1.429824673894
HIS,oil,FL,mrh-eq,2.18632027556579,1.80487712630835,1.429824673894
HIS,sat_fat,CED,MJ,-13.2451065235295,-13.6798241947092,-13.3241174329293
HIS,sat_fat,Food_price,USD,-13.2451065235295,-13.6798241947092,-13.3241174329293
HIS,sat_fat,FL,mrh-eq,-13.2451065235295,-13.6798241947092,-13.3241174329293
NHB,added_sugar,CED,MJ,-15.5787235375329,-15.9603171944746,-15.5671596311479
NHB,added_sugar,Food_price,USD,-15.5787235375329,-15.9603171944746,-15.5671596311479
NHB,added_sugar,FL,mrh-eq,-15.5787235375329,-15.9603171944746,-15.5671596311479
NHB,oil,CED,MJ,-2.14258996379538,-2.73160030628808,-1.9880740106655
NHB,oil,Food_price,USD,-2.14258996379538,-2.73160030628808,-1.9880740106655
NHB,oil,FL,mrh-eq,-2.14258996379538,-2.73160030628808,-1.9880740106655
NHB,sat_fat,CED,MJ,-14.4555300981971,-14.3498279649615,-14.0747054590487
NHB,sat_fat,Food_price,USD,-14.4555300981971,-14.3498279649615,-14.0747054590487
NHB,sat_fat,FL,mrh-eq,-14.4555300981971,-14.3498279649615,-14.0747054590487
NHW,added_sugar,CED,MJ,-12.1849696804636,-12.9064531335362,-12.4476580707972
NHW,added_sugar,Food_price,USD,-12.1849696804636,-12.9064531335362,-12.4476580707972
NHW,added_sugar,FL,mrh-eq,-12.1849696804636,-12.9064531335362,-12.4476580707972
NHW,oil,CED,MJ,-1.54875329035728,-0.757743920463193,-1.01716120598827
NHW,oil,Food_price,USD,-1.54875329035728,-0.757743920463193,-1.01716120598827
NHW,oil,FL,mrh-eq,-1.54875329035728,-0.757743920463193,-1.01716120598827
NHW,sat_fat,CED,MJ,-16.71530154731,-17.128913175732,-17.1883281156647
NHW,sat_fat,Food_price,USD,-16.71530154731,-17.128913175732,-17.1883281156647
NHW,sat_fat,FL,mrh-eq,-16.71530154731,-17.128913175732,-17.1883281156647
OTH,added_sugar,CED,MJ,-8.37005707749253,-8.6753740166254,-8.45245181396106
OTH,added_sugar,Food_price,USD,-8.37005707749253,-8.6753740166254,-8.45245181396106
OTH,added_sugar,FL,mrh-eq,-8.37005707749253,-8.6753740166254,-8.45245181396106
OTH,oil,CED,MJ,-1.91297628701392,-0.974359774683781,-1.12913287783394
OTH,oil,Food_price,USD,-1.91297628701392,-0.974359774683781,-1.12913287783394
OTH,oil,FL,mrh-eq,-1.91297628701392,-0.974359774683781,-1.12913287783394
OTH,sat_fat,CED,MJ,-12.8668877199837,-12.7819533518217,-12.2025915297568
OTH,sat_fat,Food_price,USD,-12.8668877199837,-12.7819533518217,-12.2025915297568
OTH,sat_fat,FL,mrh-eq,-12.8668877199837,-12.7819533518217,-12.2025915297568
