sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.990922568832946,-1.03761685250771,-1.03792232556002
Female,HIS,Food_price,USD,-0.530215371108468,-0.563935824746515,-0.591225697842289
Female,HIS,FL,mrh-eq,-0.032669252908789,-0.0344269640979794,-0.0346350146483369
Female,NHB,CED,MJ,-1.18184943510117,-1.18844920384179,-1.15554149351328
Female,NHB,Food_price,USD,-0.844043962290645,-0.836561733354832,-0.827496361115815
Female,NHB,FL,mrh-eq,-0.0397009165171665,-0.0400603336604258,-0.0386241489122819
Female,NHW,CED,MJ,-1.2650213033931,-1.31187955111478,-1.29984679950906
Female,NHW,Food_price,USD,-0.726252642517753,-0.746252847740608,-0.725140706742723
Female,NHW,FL,mrh-eq,-0.0415593716059506,-0.042777593951908,-0.0423687374863013
Female,OTH,CED,MJ,-0.938511887431277,-0.965811649145837,-0.954096699606007
Female,OTH,Food_price,USD,-0.54480458241697,-0.550270777225158,-0.55379348987523
Female,OTH,FL,mrh-eq,-0.0310156335667992,-0.0317249211636004,-0.0316143816471329
Male,HIS,CED,MJ,-0.90466308352327,-0.910853537686469,-0.908658291567769
Male,HIS,Food_price,USD,-0.482929222725415,-0.46490923586909,-0.485496312118505
Male,HIS,FL,mrh-eq,-0.0280129526105806,-0.0280452697362247,-0.0284151066238545
Male,NHB,CED,MJ,-1.03605643278659,-1.05059230521036,-1.02445243468605
Male,NHB,Food_price,USD,-0.628410837681646,-0.665965297462394,-0.654586768563022
Male,NHB,FL,mrh-eq,-0.0326879590640014,-0.0334461506962901,-0.0325314419049735
Male,NHW,CED,MJ,-1.1312292514057,-1.1493122315406,-1.14947827763803
Male,NHW,Food_price,USD,-0.575101825452908,-0.609156317527083,-0.595398255024905
Male,NHW,FL,mrh-eq,-0.0359228867577311,-0.036769005552813,-0.0365794228612517
Male,OTH,CED,MJ,-0.811016319530045,-0.772229697151584,-0.716591266014778
Male,OTH,Food_price,USD,-0.35572375310813,-0.356758786370304,-0.332416437922832
Male,OTH,FL,mrh-eq,-0.0259930236419112,-0.0250280124697631,-0.0231065123796127
