age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,0.286997965882509,0.286997965882509,0.286997965882509
20-34,Female,HIS,added_sugar,Food_price,USD,0.435504798561395,0.435504798561395,0.435504798561395
20-34,Female,HIS,added_sugar,FL,mrh-eq,0.0124403710633571,0.0124403710633571,0.0124403710633571
20-34,Female,HIS,oil,CED,MJ,0.3054326637847,0.3054326637847,0.3054326637847
20-34,Female,HIS,oil,Food_price,USD,0.207080073178037,0.207080073178037,0.207080073178037
20-34,Female,HIS,oil,FL,mrh-eq,0.0157656466516297,0.0157656466516297,0.0157656466516297
20-34,Female,HIS,sat_fat,CED,MJ,0.950643372214409,0.950643372214409,0.950643372214409
20-34,Female,HIS,sat_fat,Food_price,USD,0.140104540546437,0.140104540546437,0.140104540546437
20-34,Female,HIS,sat_fat,FL,mrh-eq,0.0260240848845562,0.0260240848845562,0.0260240848845562
20-34,Female,NHB,added_sugar,CED,MJ,0.290478511691244,0.290478511691244,0.290478511691244
20-34,Female,NHB,added_sugar,Food_price,USD,0.534060387045271,0.534060387045271,0.534060387045271
20-34,Female,NHB,added_sugar,FL,mrh-eq,0.0114181007540452,0.0114181007540452,0.0114181007540452
20-34,Female,NHB,oil,CED,MJ,0.299273686442386,0.299273686442386,0.299273686442386
20-34,Female,NHB,oil,Food_price,USD,0.223845175217268,0.223845175217268,0.223845175217268
20-34,Female,NHB,oil,FL,mrh-eq,0.0154171855207789,0.0154171855207789,0.0154171855207789
20-34,Female,NHB,sat_fat,CED,MJ,0.861594327483064,0.861594327483064,0.861594327483064
20-34,Female,NHB,sat_fat,Food_price,USD,0.0961712882537643,0.0961712882537643,0.0961712882537643
20-34,Female,NHB,sat_fat,FL,mrh-eq,0.0225746748421503,0.0225746748421503,0.0225746748421503
20-34,Female,NHW,added_sugar,CED,MJ,0.279595826376285,0.279595826376285,0.279595826376285
20-34,Female,NHW,added_sugar,Food_price,USD,0.600668378937986,0.600668378937986,0.600668378937986
20-34,Female,NHW,added_sugar,FL,mrh-eq,0.0128649014555383,0.0128649014555383,0.0128649014555383
20-34,Female,NHW,oil,CED,MJ,0.302422243434141,0.302422243434141,0.302422243434141
20-34,Female,NHW,oil,Food_price,USD,0.21094708752492,0.21094708752492,0.21094708752492
20-34,Female,NHW,oil,FL,mrh-eq,0.0161224092930363,0.0161224092930363,0.0161224092930363
