race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,-0.190286535055689,-0.190970132400123,-0.199934271169757
HIS,added_sugar,Food_price,USD,-0.292786063885483,-0.293458433824273,-0.310498934855891
HIS,added_sugar,FL,mrh-eq,-0.00845947588818371,-0.00854101370986724,-0.00894376560608737
HIS,oil,CED,MJ,0.0168443112536547,0.0139034276128042,0.0110065377293533
HIS,oil,Food_price,USD,0.0116294613833875,0.00826123476401711,0.00810058971012135
HIS,oil,FL,mrh-eq,0.000853393984861917,0.000706116195244269,0.000560744230460639
HIS,sat_fat,CED,MJ,-0.520702409560349,-0.53755764736338,-0.52397058676168
HIS,sat_fat,Food_price,USD,-0.0602627011412508,-0.0626250344962715,-0.0611626631439548
HIS,sat_fat,FL,mrh-eq,-0.014231197975887,-0.0146922843202455,-0.0143184054268849
NHB,added_sugar,CED,MJ,-0.26537420048346,-0.271906357750749,-0.26532121982523
NHB,added_sugar,Food_price,USD,-0.435006352230626,-0.443069332462535,-0.437492887139642
NHB,added_sugar,FL,mrh-eq,-0.0112300160902159,-0.0114998352246728,-0.011158912427408
NHB,oil,CED,MJ,-0.016552083481683,-0.0210977265841146,-0.0153409688465076
NHB,oil,Food_price,USD,-0.0106806249286789,-0.011677547065742,-0.0107321427437981
NHB,oil,FL,mrh-eq,-0.0008222196797461,-0.00104500179085874,-0.000765943175803405
NHB,sat_fat,CED,MJ,-0.532497047756997,-0.528500644727416,-0.518615046748197
NHB,sat_fat,Food_price,USD,-0.0588052575860395,-0.0584425193847524,-0.0579406488985102
NHB,sat_fat,FL,mrh-eq,-0.014230885920831,-0.0141257800739817,-0.013857876980499
NHW,added_sugar,CED,MJ,-0.20416620763073,-0.216495791071619,-0.208760552210635
NHW,added_sugar,Food_price,USD,-0.360972274016525,-0.380440795379191,-0.368833550288317
NHW,added_sugar,FL,mrh-eq,-0.009519803385765,-0.0100745835885388,-0.00973453978149877
NHW,oil,CED,MJ,-0.0119143241357283,-0.00582046706110264,-0.0078244388786931
NHW,oil,Food_price,USD,-0.00977593529897816,-0.00567525764635616,-0.00512568678470949
NHW,oil,FL,mrh-eq,-0.0006099843648972,-0.00029416217197195,-0.000393173037031488
NHW,sat_fat,CED,MJ,-0.676971220981011,-0.693843570326493,-0.696108991550431
NHW,sat_fat,Food_price,USD,-0.0749771452127996,-0.0767875692119557,-0.0772280789974193
NHW,sat_fat,FL,mrh-eq,-0.0183040388280302,-0.0187551879715653,-0.0188218662051571
OTH,added_sugar,CED,MJ,-0.139916593050885,-0.144744736693276,-0.141385283656957
OTH,added_sugar,Food_price,USD,-0.230748574692464,-0.239013542087224,-0.230047303570009
OTH,added_sugar,FL,mrh-eq,-0.00680156928351746,-0.00709675287884861,-0.00693651601275074
OTH,oil,CED,MJ,-0.0149340548460537,-0.00764851114937434,-0.00883293156406871
OTH,oil,Food_price,USD,-0.0132687408293499,-0.00590558596714386,-0.0107020086712996
OTH,oil,FL,mrh-eq,-0.000769668125429732,-0.00040873280833907,-0.000457065940434283
OTH,sat_fat,CED,MJ,-0.498581518611786,-0.495944951685192,-0.473298378369294
OTH,sat_fat,Food_price,USD,-0.0674836766637959,-0.0672658445344195,-0.0653954360222036
OTH,sat_fat,FL,mrh-eq,-0.0133773687899193,-0.0132869233691867,-0.012662132687635
