race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,0.18853255280898,0.18853255280898,0.18853255280898
HIS,added_sugar,Food_price,USD,0.292837000869348,0.292837000869348,0.292837000869348
HIS,added_sugar,FL,mrh-eq,0.00844091609900067,0.00844091609900067,0.00844091609900067
HIS,oil,CED,MJ,0.250106159221791,0.250106159221791,0.250106159221791
HIS,oil,Food_price,USD,0.17109457920205,0.17109457920205,0.17109457920205
HIS,oil,FL,mrh-eq,0.0126747794132882,0.0126747794132882,0.0126747794132882
HIS,sat_fat,CED,MJ,0.713708130127743,0.713708130127743,0.713708130127743
HIS,sat_fat,Food_price,USD,0.0823393279889739,0.0823393279889739,0.0823393279889739
HIS,sat_fat,FL,mrh-eq,0.0195074399499048,0.0195074399499048,0.0195074399499048
NHB,added_sugar,CED,MJ,0.191698735954228,0.191698735954228,0.191698735954228
NHB,added_sugar,Food_price,USD,0.313818270282703,0.313818270282703,0.313818270282703
NHB,added_sugar,FL,mrh-eq,0.00807002181491123,0.00807002181491123,0.00807002181491123
NHB,oil,CED,MJ,0.25002882104466,0.25002882104466,0.25002882104466
NHB,oil,Food_price,USD,0.124071553822102,0.124071553822102,0.124071553822102
NHB,oil,FL,mrh-eq,0.0123437216574031,0.0123437216574031,0.0123437216574031
NHB,sat_fat,CED,MJ,0.667928500476304,0.667928500476304,0.667928500476304
NHB,sat_fat,Food_price,USD,0.0743335023580488,0.0743335023580488,0.0743335023580488
NHB,sat_fat,FL,mrh-eq,0.0178587103167835,0.0178587103167835,0.0178587103167835
NHW,added_sugar,CED,MJ,0.188725701439348,0.188725701439348,0.188725701439348
NHW,added_sugar,Food_price,USD,0.335369476416353,0.335369476416353,0.335369476416353
NHW,added_sugar,FL,mrh-eq,0.00874379754845106,0.00874379754845106,0.00874379754845106
NHW,oil,CED,MJ,0.249766622925001,0.249766622925001,0.249766622925001
NHW,oil,Food_price,USD,0.191451393995103,0.191451393995103,0.191451393995103
NHW,oil,FL,mrh-eq,0.0127172793380583,0.0127172793380583,0.0127172793380583
NHW,sat_fat,CED,MJ,0.72955143617818,0.72955143617818,0.72955143617818
NHW,sat_fat,Food_price,USD,0.0810517651207555,0.0810517651207555,0.0810517651207555
NHW,sat_fat,FL,mrh-eq,0.019741779093101,0.019741779093101,0.019741779093101
OTH,added_sugar,CED,MJ,0.18698804051647,0.18698804051647,0.18698804051647
OTH,added_sugar,Food_price,USD,0.308646282232829,0.308646282232829,0.308646282232829
OTH,added_sugar,FL,mrh-eq,0.00921009845129859,0.00921009845129859,0.00921009845129859
OTH,oil,CED,MJ,0.251484057151192,0.251484057151192,0.251484057151192
OTH,oil,Food_price,USD,0.174066610145816,0.174066610145816,0.174066610145816
OTH,oil,FL,mrh-eq,0.0132537990179892,0.0132537990179892,0.0132537990179892
OTH,sat_fat,CED,MJ,0.69840555067603,0.69840555067603,0.69840555067603
OTH,sat_fat,Food_price,USD,0.0951681221167426,0.0951681221167426,0.0951681221167426
OTH,sat_fat,FL,mrh-eq,0.0187437709633113,0.0187437709633113,0.0187437709633113
