age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,2.0028117596374,2.00623689840939,2.02169700340901
20-34,Female,Food_price,USD,1.15477800504522,1.12887041569149,1.17223907548107
20-34,Female,FL,mrh-eq,0.0674165169177652,0.0671851512024333,0.0679920526069794
20-34,Male,CED,MJ,1.88756107343685,1.85857307470657,1.86703674032654
20-34,Male,Food_price,USD,0.978381792094302,0.973419367959178,0.982041079139534
20-34,Male,FL,mrh-eq,0.0616761092745212,0.0608370671513082,0.0610094016996019
35-44,Female,CED,MJ,1.9930030600792,2.06036285834618,2.05401111668258
35-44,Female,Food_price,USD,0.955530150858866,0.988426688244935,0.985690525708153
35-44,Female,FL,mrh-eq,0.0675532439729387,0.0699074903861636,0.0696316362794963
35-44,Male,CED,MJ,1.90227099167999,1.92911904970446,1.91617538338131
35-44,Male,Food_price,USD,0.989973353412577,0.995308214756097,1.00346995996957
35-44,Male,FL,mrh-eq,0.0636319888730156,0.0644347789794161,0.0642558800120541
45-54,Female,CED,MJ,2.00547915676969,2.06618784309711,2.03494135426921
45-54,Female,Food_price,USD,1.03017922824266,1.10021703284402,1.03394201982126
45-54,Female,FL,mrh-eq,0.0684887686012477,0.0706132884476069,0.0692080592416204
45-54,Male,CED,MJ,1.93855957380779,1.94096910146741,1.92449743956414
45-54,Male,Food_price,USD,0.936077076053303,0.951382552997107,0.924184251009773
45-54,Male,FL,mrh-eq,0.0663736824315598,0.066383544062549,0.0656825733391613
55-64,Female,CED,MJ,2.05912513243654,2.10925446539532,2.07896486863457
55-64,Female,Food_price,USD,1.07064841153508,1.10082081746977,1.07826545041095
55-64,Female,FL,mrh-eq,0.0704037826050575,0.0719702994004079,0.0710145800269697
55-64,Male,CED,MJ,1.8957555370162,1.94894896397443,1.91738376788405
55-64,Male,Food_price,USD,0.87027615588669,0.919327006093755,0.880838834094011
55-64,Male,FL,mrh-eq,0.065553439743596,0.0677620869016029,0.066308489406351
65-74,Female,CED,MJ,2.12639216304943,2.09578584619787,2.10786525080992
65-74,Female,Food_price,USD,1.10144057830297,1.07730574622034,1.06629353578886
65-74,Female,FL,mrh-eq,0.072413931535959,0.0710923190519357,0.0713519052836911
65-74,Male,CED,MJ,1.96778753809994,1.97206112844883,1.97908469884602
65-74,Male,Food_price,USD,0.867342581385945,0.899519903198285,0.893955949067787
65-74,Male,FL,mrh-eq,0.0671517192783717,0.0673735916121236,0.0677767743052625
75+,Female,CED,MJ,2.10505576751382,2.11973727278757,2.09583012139408
75+,Female,Food_price,USD,1.06573027084177,1.04400344352136,1.03566778170786
75+,Female,FL,mrh-eq,0.0730035431738047,0.0728831887471906,0.0723504440485414
75+,Male,CED,MJ,2.10093102557344,2.08059811568074,2.09789600320877
75+,Male,Food_price,USD,0.933048490176754,0.931542246756053,0.96207834554229
75+,Male,FL,mrh-eq,0.0703283963568924,0.0699060878807897,0.070865583696228
