sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,0.615381458647193,0.627785992641762,0.628921614809785
Female,HIS,Food_price,USD,0.375687944295105,0.385817380317316,0.395252660670244
Female,HIS,FL,mrh-eq,0.0217269123576855,0.022206221266163,0.0223030521587147
Female,NHB,CED,MJ,0.658690139245015,0.659768056736724,0.651044605648391
Female,NHB,Food_price,USD,0.487289600264786,0.483688232653168,0.4812359208675
Female,NHB,FL,mrh-eq,0.0228418526650463,0.0229057424763525,0.0225123616785192
Female,NHW,CED,MJ,0.668103311528467,0.680874483442966,0.676388476504677
Female,NHW,Food_price,USD,0.460904684898119,0.469061901470652,0.461656886791976
Female,NHW,FL,mrh-eq,0.0235166028957719,0.0238963948538864,0.0237228491882541
Female,OTH,CED,MJ,0.572707479705475,0.580043990312527,0.577640162701252
Female,OTH,Food_price,USD,0.399834011318094,0.402989217176263,0.402705434928094
Female,OTH,FL,mrh-eq,0.0205216589300241,0.0207558838834518,0.0207309636597244
Male,HIS,CED,MJ,0.623574702369964,0.623371920771014,0.623816523406838
Male,HIS,Food_price,USD,0.371263892015311,0.364373137742136,0.371379612162726
Male,HIS,FL,mrh-eq,0.0209372472079936,0.0208799434276484,0.0210112483837468
Male,NHB,CED,MJ,0.646287916215559,0.651854715862196,0.645573868836395
Male,NHB,Food_price,USD,0.403403667527463,0.41703651424445,0.413178768173424
Male,NHB,FL,mrh-eq,0.0215759168509036,0.0218352948864394,0.0216209560210389
Male,NHW,CED,MJ,0.673531886376392,0.680364446649055,0.679588843013043
Male,NHW,Food_price,USD,0.418436232221719,0.429550192046083,0.425358289065794
Male,NHW,FL,mrh-eq,0.0230160337643046,0.0233322390350601,0.0232511766088896
Male,OTH,CED,MJ,0.574894468249134,0.566688114542582,0.551647377232706
Male,OTH,Food_price,USD,0.316682080442762,0.318688002989702,0.310401214804324
Male,OTH,FL,mrh-eq,0.0203586683357068,0.0201919238802241,0.0196693424375853
