sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.257920082377324,-0.270324616371892,-0.271460238539915
Female,HIS,Food_price,USD,-0.16903286362478,-0.179162299646991,-0.188597579999919
Female,HIS,FL,mrh-eq,-0.00895241238072459,-0.00943172128920207,-0.00952855218175375
Female,NHB,CED,MJ,-0.315242059465389,-0.316319976957097,-0.307596525868764
Female,NHB,Food_price,USD,-0.271830334128165,-0.268228966516546,-0.265776654730878
Female,NHB,FL,mrh-eq,-0.0110136262621938,-0.0110775160735,-0.0106841352756666
Female,NHW,CED,MJ,-0.316264821646031,-0.32903599356053,-0.32454998662224
Female,NHW,Food_price,USD,-0.228323920485873,-0.236481137058406,-0.22907612237973
Female,NHW,FL,mrh-eq,-0.0109330443612508,-0.0113128363193653,-0.011139290653733
Female,OTH,CED,MJ,-0.231189552493702,-0.238526063100754,-0.236122235489478
Female,OTH,Food_price,USD,-0.167326688194655,-0.170481894052825,-0.170198111804655
Female,OTH,FL,mrh-eq,-0.00804811160167599,-0.00828233655510365,-0.00825741633137626
Male,HIS,CED,MJ,-0.250154168018204,-0.249951386419254,-0.250395989055079
Male,HIS,Food_price,USD,-0.161668746938379,-0.154777992665204,-0.161784467085794
Male,HIS,FL,mrh-eq,-0.00809285882487527,-0.0080355550445301,-0.00816686000062848
Male,NHB,CED,MJ,-0.284796696198422,-0.290363495845058,-0.284082648819258
Male,NHB,Food_price,USD,-0.205888614359474,-0.21952146107646,-0.215663715005434
Male,NHB,FL,mrh-eq,-0.00931484431082657,-0.00957422234636237,-0.00935988348096187
Male,NHW,CED,MJ,-0.298340309472141,-0.305172869744803,-0.304397266108792
Male,NHW,Food_price,USD,-0.18575770424843,-0.196871664072794,-0.192679761092505
Male,NHW,FL,mrh-eq,-0.00985702794671809,-0.0101732332174736,-0.0100921707913032
Male,OTH,CED,MJ,-0.212397144867145,-0.204190791160593,-0.189150053850717
Male,OTH,Food_price,USD,-0.111329461435533,-0.113335383982473,-0.105048595797095
Male,OTH,FL,mrh-eq,-0.00709790542906469,-0.00693116097358208,-0.00640857953094323
