age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,0.638428354322208,0.63913045807987,0.646889298180546
20-34,Female,Food_price,USD,0.489979502166255,0.478633258784702,0.499277129920247
20-34,Female,FL,mrh-eq,0.0220011813735263,0.0219336878148274,0.0223070850518833
20-34,Male,CED,MJ,0.629661458272451,0.620733401114936,0.623596375171099
20-34,Male,Food_price,USD,0.424496948192247,0.4224712763121,0.426555077289422
20-34,Male,FL,mrh-eq,0.02062280348309,0.020368911139773,0.0204320884348794
35-44,Female,CED,MJ,0.635047321556413,0.65804151238908,0.651727100227116
35-44,Female,Food_price,USD,0.408063616079328,0.421780720205349,0.419154420001175
35-44,Female,FL,mrh-eq,0.0222893143039061,0.0231356014724225,0.0228475861026394
35-44,Male,CED,MJ,0.655056868408844,0.662272274217184,0.65931216656497
35-44,Male,Food_price,USD,0.43603985098951,0.436336174794112,0.441552884087397
35-44,Male,FL,mrh-eq,0.022195245535773,0.0223825268978072,0.0223758996060637
45-54,Female,CED,MJ,0.640879215131354,0.667882136908785,0.650165415962305
45-54,Female,Food_price,USD,0.424255040146597,0.462083408060068,0.427148767638096
45-54,Female,FL,mrh-eq,0.0224322056243382,0.0234813437479622,0.0226768729007541
45-54,Male,CED,MJ,0.658554309856431,0.660463971546353,0.650806893548228
45-54,Male,Food_price,USD,0.39945528765781,0.406326217063809,0.392598854424012
45-54,Male,FL,mrh-eq,0.0229148633654694,0.0229656020127719,0.0225444322650114
55-64,Female,CED,MJ,0.657390491797449,0.676337034260431,0.667750435278119
55-64,Female,Food_price,USD,0.439523289809062,0.456848271608342,0.447590053572832
55-64,Female,FL,mrh-eq,0.0232126897057283,0.0238845545860225,0.0236182985753225
55-64,Male,CED,MJ,0.660167818856684,0.683937009489204,0.670235017780225
55-64,Male,Food_price,USD,0.356331306263929,0.380736620090414,0.362251092440044
55-64,Male,FL,mrh-eq,0.0230144181353049,0.024036956304001,0.0234140381237196
65-74,Female,CED,MJ,0.682765618834215,0.672875033643379,0.673612474040368
65-74,Female,Food_price,USD,0.437911111862313,0.430237948706906,0.422735447525101
65-74,Female,FL,mrh-eq,0.0242104905650258,0.0237826359421299,0.0237226081611087
65-74,Male,CED,MJ,0.663121678692153,0.670051999159398,0.672874920222252
65-74,Male,Food_price,USD,0.358723885796685,0.377652599321698,0.374786584252705
65-74,Male,FL,mrh-eq,0.0231539162558988,0.023496578090313,0.0236511176711097
75+,Female,CED,MJ,0.6568405320602,0.656103135542242,0.650880858238832
75+,Female,Food_price,USD,0.438702375967336,0.425082959224012,0.423343443805313
75+,Female,FL,mrh-eq,0.0244394596627297,0.0241440042337829,0.0240823576521773
75+,Male,CED,MJ,0.678160290759662,0.673238503447041,0.684386115545194
75+,Male,Food_price,USD,0.376886452834613,0.377479057897377,0.394429666769711
75+,Male,FL,mrh-eq,0.0237449079955805,0.0236832686078007,0.0242786981561387
