age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-0.290008406457193,-0.286246028318285,-0.29813949569325
20-34,added_sugar,Food_price,USD,-0.558862175123986,-0.542066422011207,-0.575757453750155
20-34,added_sugar,FL,mrh-eq,-0.0122582396998612,-0.0121039902729574,-0.0126220270332984
20-34,oil,CED,MJ,-0.00478327363783652,0.0019547208528863,0.000780064965024931
20-34,oil,Food_price,USD,-0.00304953244002504,0.00102194620141889,-0.00106786650256454
20-34,oil,FL,mrh-eq,-0.000260379678516353,9.3333000137644e-05,2.90922301223334e-05
20-34,sat_fat,CED,MJ,-0.774541420211939,-0.767855352766416,-0.771977417755807
20-34,sat_fat,Food_price,USD,-0.0916011233572071,-0.0905576170079246,-0.0927794147665835
20-34,sat_fat,FL,mrh-eq,-0.0207663733245319,-0.0205729229013349,-0.0206919881098789
35-44,added_sugar,CED,MJ,-0.31300733317418,-0.325158401888184,-0.319315189842923
35-44,added_sugar,Food_price,USD,-0.541831530512504,-0.555382755279241,-0.560591385874424
35-44,added_sugar,FL,mrh-eq,-0.0140455596959525,-0.0146135965534004,-0.014314336838969
35-44,oil,CED,MJ,0.000315853024696509,-0.00786417855864392,-0.0159008459134139
35-44,oil,Food_price,USD,0.00354120512286827,-0.00265042032518738,-0.0058907764634424
35-44,oil,FL,mrh-eq,4.22710504097257e-05,-0.000357915369331603,-0.000740050795048991
35-44,sat_fat,CED,MJ,-0.764057385890085,-0.806778565998276,-0.790348664850949
35-44,sat_fat,Food_price,USD,-0.0845273227766897,-0.0915210374271722,-0.086799200475172
35-44,sat_fat,FL,mrh-eq,-0.0207305618770802,-0.0218907664869207,-0.0214275231630839
45-54,added_sugar,CED,MJ,-0.324412977474794,-0.358486363685238,-0.315240540682315
45-54,added_sugar,Food_price,USD,-0.519768490764818,-0.588566057712568,-0.514134279404184
45-54,added_sugar,FL,mrh-eq,-0.0146404506923684,-0.0161465939455574,-0.0141833055189492
45-54,oil,CED,MJ,-0.00860220084832419,-0.00191813972067241,-0.00675321197482342
45-54,oil,Food_price,USD,-0.00741448919641019,-0.00424063744773652,-0.00579985647221546
45-54,oil,FL,mrh-eq,-0.000492511858159743,-0.000121678063580438,-0.00038859862469958
45-54,sat_fat,CED,MJ,-0.767747904928132,-0.787637927590602,-0.788156609621432
45-54,sat_fat,Food_price,USD,-0.0877050002283432,-0.0884013435513739,-0.0892925409758971
45-54,sat_fat,FL,mrh-eq,-0.0208399173491386,-0.0213689205149331,-0.0213828843672536
55-64,added_sugar,CED,MJ,-0.296016026020664,-0.335350248973512,-0.317832935545988
55-64,added_sugar,Food_price,USD,-0.477279526858369,-0.538920614594607,-0.501882095693276
55-64,added_sugar,FL,mrh-eq,-0.013841063492416,-0.0157253769005756,-0.0149256253000985
55-64,oil,CED,MJ,-0.0174126263123349,-0.0137298394893515,-0.00710761228464685
55-64,oil,Food_price,USD,-0.016405955268779,-0.0113576509496176,-0.00523213919030711
55-64,oil,FL,mrh-eq,-0.000903921162489798,-0.000715878447687721,-0.000366985953453523
55-64,sat_fat,CED,MJ,-0.805642596679368,-0.842801793958483,-0.825038691663623
55-64,sat_fat,Food_price,USD,-0.0870823625303657,-0.0902797165081241,-0.089715617794554
55-64,sat_fat,FL,mrh-eq,-0.0220071335383552,-0.0230193855859993,-0.0225413876914902
65-74,added_sugar,CED,MJ,-0.294343487119552,-0.300438463077652,-0.296453353376881
65-74,added_sugar,Food_price,USD,-0.463081748012433,-0.484578838099588,-0.466379333706877
65-74,added_sugar,FL,mrh-eq,-0.0144369261742457,-0.0147511422963699,-0.0145503546380255
65-74,oil,CED,MJ,-0.0310069711174491,-0.0132250271735462,-0.020180933820829
65-74,oil,Food_price,USD,-0.029318279641709,-0.014668502683,-0.0183475573970097
65-74,oil,FL,mrh-eq,-0.00149180335593236,-0.000642296727489271,-0.000977095423609184
65-74,sat_fat,CED,MJ,-0.875336941108174,-0.870600082264423,-0.879063066107261
65-74,sat_fat,Food_price,USD,-0.100347973515769,-0.100299324965313,-0.101000748634242
65-74,sat_fat,FL,mrh-eq,-0.0237800663176227,-0.0236433413789561,-0.0238756580200514
75+,added_sugar,CED,MJ,-0.339655263552077,-0.325204978600665,-0.345482414161247
75+,added_sugar,Food_price,USD,-0.538331750730191,-0.51333053835721,-0.536350825639864
75+,added_sugar,FL,mrh-eq,-0.0178752864033963,-0.0171015314371703,-0.0182113781768502
75+,oil,CED,MJ,-0.00168519447189723,-0.00304431816679747,0.00372559053361862
75+,oil,Food_price,USD,-0.00134329725021405,-0.00270543685574957,0.00341982972596646
75+,oil,FL,mrh-eq,-8.18374718813404e-05,-0.00014390497462036,0.000172751913028162
75+,sat_fat,CED,MJ,-0.921187294734657,-0.93161554118054,-0.913370864113914
75+,sat_fat,Food_price,USD,-0.103814780844612,-0.10669537773128,-0.104111932288941
75+,sat_fat,FL,mrh-eq,-0.0244849915349414,-0.0247520016944281,-0.0242750032006675
