age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,2.57836989480474,2.56118345472959,2.57837364298181
20-34,Food_price,USD,1.52213803012163,1.50022729201813,1.53822993421972
20-34,FL,mrh-eq,0.0858088583308764,0.0851074458021215,0.0858087885410218
35-44,CED,MJ,2.59374894862836,2.65680122903389,2.64256478319608
35-44,Food_price,USD,1.39386808558083,1.42060465044611,1.42433180022755
35-44,FL,mrh-eq,0.087895068854095,0.0900234967411248,0.0896431291285739
45-54,CED,MJ,2.62248250885037,2.66976185659563,2.63186978787769
45-54,Food_price,USD,1.3967854696261,1.46310552814821,1.39112416628882
45-54,FL,mrh-eq,0.0901295021442272,0.0917938147686313,0.0901114107554628
55-64,CED,MJ,2.64046733406613,2.71327796747511,2.67137532454802
55-64,Food_price,USD,1.37589017108437,1.4356803084792,1.39195217910499
55-64,FL,mrh-eq,0.091225706558612,0.0939342292996137,0.0923075873103932
65-74,CED,MJ,2.72616119291758,2.70973736608803,2.72117114687738
65-74,Food_price,USD,1.39347895975829,1.40027762433628,1.38645859832651
65-74,FL,mrh-eq,0.0936822512556121,0.0930102358106266,0.0933765634894975
75+,CED,MJ,2.76918116556781,2.76651825075718,2.76178110055072
75+,Food_price,USD,1.42203146464586,1.40127298876508,1.41558456402368
75+,FL,mrh-eq,0.0960153914395942,0.0955707141355939,0.0958869054938646
