age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-0.799656449671969,-0.81738699550101,-0.847998318731959
20-34,Female,HIS,Food_price,USD,-0.409705920462599,-0.453374184508847,-0.470017004280958
20-34,Female,HIS,FL,mrh-eq,-0.0254230969014629,-0.0262965316396694,-0.0272934232729503
20-34,Female,NHB,CED,MJ,-0.934513958593595,-0.883366477673576,-0.906116837598143
20-34,Female,NHB,Food_price,USD,-0.596843850773314,-0.535546928669334,-0.612471463550483
20-34,Female,NHB,FL,mrh-eq,-0.029144240488821,-0.0276971089195019,-0.0285831213539635
20-34,Female,NHW,CED,MJ,-0.888963382663578,-0.901419899680325,-0.905706122383208
20-34,Female,NHW,Food_price,USD,-0.563676774547446,-0.518955292132277,-0.562506992518009
20-34,Female,NHW,FL,mrh-eq,-0.0281919729961113,-0.0279782683325407,-0.028540401621966
20-34,Female,OTH,CED,MJ,-0.680048525389027,-0.681624993924048,-0.715270485971717
20-34,Female,OTH,Food_price,USD,-0.407158805700414,-0.393940364830948,-0.441818168248857
20-34,Female,OTH,FL,mrh-eq,-0.0223062437793716,-0.0215670575848248,-0.0231074512734296
20-34,Male,HIS,CED,MJ,-0.689650211082611,-0.673036181607435,-0.68199138138784
20-34,Male,HIS,Food_price,USD,-0.386263371460136,-0.354478653185877,-0.372857473866262
20-34,Male,HIS,FL,mrh-eq,-0.0200548830107563,-0.0194470833523556,-0.0196877839007032
20-34,Male,NHB,CED,MJ,-0.77004813306604,-0.737659335966252,-0.74491991665257
20-34,Male,NHB,Food_price,USD,-0.481550812291684,-0.516087531180249,-0.499676477185279
20-34,Male,NHB,FL,mrh-eq,-0.0235395622180098,-0.0229039291042473,-0.0228554448231788
20-34,Male,NHW,CED,MJ,-0.763241433502697,-0.726747839134125,-0.741629208751585
20-34,Male,NHW,Food_price,USD,-0.349388671614947,-0.342109233801147,-0.356979009165413
20-34,Male,NHW,FL,mrh-eq,-0.0223224161618205,-0.0212126955367645,-0.0216325358471895
20-34,Male,OTH,CED,MJ,-0.633894512799539,-0.624416539340609,-0.600602893530021
20-34,Male,OTH,Food_price,USD,-0.312343138624647,-0.324299092057216,-0.311008722481482
20-34,Male,OTH,FL,mrh-eq,-0.0192264154002113,-0.0191214869942065,-0.0181520409550306
35-44,Female,HIS,CED,MJ,-0.64181205215797,-0.718552267191767,-0.702227682983165
35-44,Female,HIS,Food_price,USD,-0.333287257614898,-0.357807033067656,-0.383621522052658
35-44,Female,HIS,FL,mrh-eq,-0.0209060396123193,-0.023621802358472,-0.0233036798169273
35-44,Female,NHB,CED,MJ,-0.874363074544,-0.898698392951952,-0.883860693657631
35-44,Female,NHB,Food_price,USD,-0.565344406779917,-0.597454532342179,-0.601573962142768
35-44,Female,NHB,FL,mrh-eq,-0.0288858979039382,-0.0297802914197608,-0.0289997573945908
35-44,Female,NHW,CED,MJ,-0.926991962283238,-1.00848999113716,-1.03695333122139
35-44,Female,NHW,Food_price,USD,-0.445353759763691,-0.477611001018026,-0.468384984301654
35-44,Female,NHW,FL,mrh-eq,-0.0295137003330539,-0.03221112597862,-0.0328859431768757
35-44,Female,OTH,CED,MJ,-0.804920618364252,-0.844765141425037,-0.725816508289711
35-44,Female,OTH,Food_price,USD,-0.378942048696147,-0.429787179890676,-0.396066208530253
35-44,Female,OTH,FL,mrh-eq,-0.0267359245632514,-0.0286259449147284,-0.0251619946149139
