age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,1.94438588350193,1.93137931137222,1.9432925993067
20-34,Food_price,USD,1.0653546477673,1.05006512646195,1.07581895910858
20-34,FL,mrh-eq,0.0645064401365503,0.0639670152876222,0.0644522255529193
35-44,CED,MJ,1.94899671107273,1.99670773673456,1.9871588174654
35-44,Food_price,USD,0.972235596014267,0.991764326884617,0.994313805250321
35-44,FL,mrh-eq,0.0656513792462209,0.0672531471927806,0.067024317713387
45-54,CED,MJ,1.97303364143561,2.00547636789301,1.9813933557684
45-54,Food_price,USD,0.984554424759242,1.0280556238158,0.980726694599727
45-54,FL,mrh-eq,0.067463283119807,0.0685625249755341,0.0674987508173072
55-64,CED,MJ,1.98176164212706,2.03334197339323,2.00244831798789
55-64,Food_price,USD,0.975762352606801,1.01487462484138,0.984774295713706
55-64,FL,mrh-eq,0.0681069081346588,0.0699775050494524,0.0687860160448712
65-74,CED,MJ,2.05254223972304,2.03817680155459,2.04790209468195
65-74,Food_price,USD,0.992439222707643,0.994524611181702,0.986049232890009
65-74,FL,mrh-eq,0.0699637257372709,0.0693607949151754,0.0696872429277048
75+,CED,MJ,2.10330827329991,2.10315552014215,2.09670535591056
75+,Food_price,USD,1.0095181132438,0.996357968124939,1.00449077336088
75+,FL,mrh-eq,0.0718701865538054,0.0716219058321708,0.0717213659361067
