age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,1.1511255752737,1.1511255752737,1.1511255752737
20-34,Food_price,USD,0.622127220707888,0.622127220707888,0.622127220707888
20-34,FL,mrh-eq,0.0401631759937618,0.0401631759937618,0.0401631759937618
35-44,CED,MJ,1.15492721181318,1.15492721181318,1.15492721181318
35-44,Food_price,USD,0.551272439488552,0.551272439488552,0.551272439488552
35-44,FL,mrh-eq,0.0404599328850835,0.0404599328850835,0.0404599328850835
45-54,CED,MJ,1.16000882356255,1.16000882356255,1.16000882356255
45-54,Food_price,USD,0.566280579333848,0.566280579333848,0.566280579333848
45-54,FL,mrh-eq,0.0413152854455035,0.0413152854455035,0.0413152854455035
55-64,CED,MJ,1.15482360193838,1.15482360193838,1.15482360193838
55-64,Food_price,USD,0.579139296518754,0.579139296518754,0.579139296518754
55-64,FL,mrh-eq,0.0413526459402658,0.0413526459402658,0.0413526459402658
65-74,CED,MJ,1.16034786955748,1.16034786955748,1.16034786955748
65-74,Food_price,USD,0.583732824317826,0.583732824317826,0.583732824317826
65-74,FL,mrh-eq,0.040910485661396,0.040910485661396,0.040910485661396
75+,CED,MJ,1.15846823369315,1.15846823369315,1.15846823369315
75+,Food_price,USD,0.570106577099437,0.570106577099437,0.570106577099437
75+,FL,mrh-eq,0.0408529085628526,0.0408529085628526,0.0408529085628526
