sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,0.350637690969085,0.350637690969085,0.350637690969085
Female,Food_price,USD,0.226519452812005,0.226519452812005,0.226519452812005
Female,FL,mrh-eq,0.0125102515878094,0.0125102515878094,0.0125102515878094
Male,CED,MJ,0.372061470730618,0.372061470730618,0.372061470730618
Male,Food_price,USD,0.222203207909652,0.222203207909652,0.222203207909652
Male,FL,mrh-eq,0.0130221340115413,0.0130221340115413,0.0130221340115413
