age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.853262682269513,-0.856687821041496,-0.872147926041122
20-34,Female,Food_price,USD,-0.519629929642255,-0.493722340288526,-0.537091000078103
20-34,Female,FL,mrh-eq,-0.0270905214398148,-0.0268591557244829,-0.027666057129029
20-34,Male,CED,MJ,-0.734902201617318,-0.705914202887042,-0.714377868507008
20-34,Male,Food_price,USD,-0.368918610744886,-0.363956186609761,-0.372577897790119
20-34,Male,FL,mrh-eq,-0.0216712909619083,-0.0208322488386953,-0.021004583386989
35-44,Female,CED,MJ,-0.840412008957433,-0.90777180722442,-0.901420065560819
35-44,Female,Food_price,USD,-0.427956194795756,-0.460852732181824,-0.458116569645042
35-44,Female,FL,mrh-eq,-0.0271467373003158,-0.0295009837135407,-0.0292251296068734
35-44,Male,CED,MJ,-0.744863256229013,-0.771711314253481,-0.758767647930331
35-44,Male,Food_price,USD,-0.413537983765743,-0.418872845109263,-0.427034590322735
35-44,Male,FL,mrh-eq,-0.0231153283050408,-0.0239181184114412,-0.0237392194440793
45-54,Female,CED,MJ,-0.845935958809237,-0.906644645136655,-0.875398156308755
45-54,Female,Food_price,USD,-0.453926480595993,-0.523964285197353,-0.457689272174587
45-54,Female,FL,mrh-eq,-0.02731615197124,-0.0294406718175992,-0.0280354426116127
45-54,Male,CED,MJ,-0.778056012888453,-0.780465540548081,-0.763993878644804
45-54,Male,Food_price,USD,-0.380392143029048,-0.395697619972851,-0.368499317985518
45-54,Male,FL,mrh-eq,-0.0249068082582107,-0.0249166698891999,-0.0242156991658121
55-64,Female,CED,MJ,-0.898814446282347,-0.948943779241136,-0.918654182480383
55-64,Female,Food_price,USD,-0.462048099130309,-0.492220505065006,-0.469665138006184
55-64,Female,FL,mrh-eq,-0.0291401278356732,-0.0307066446310236,-0.0297509252575854
55-64,Male,CED,MJ,-0.747032005536509,-0.80022543249474,-0.768660236404362
55-64,Male,Food_price,USD,-0.323889094547982,-0.372939944755046,-0.334451772755301
55-64,Male,FL,mrh-eq,-0.0241018610384542,-0.0263105081964611,-0.0248569107012093
65-74,Female,CED,MJ,-0.958611634349836,-0.92800531749827,-0.94008472211033
65-74,Female,Food_price,USD,-0.47229136012416,-0.448156528041522,-0.43714431761005
65-74,Female,FL,mrh-eq,-0.0315014404818097,-0.0301798279977864,-0.0304394142295419
65-74,Male,CED,MJ,-0.815969844058981,-0.820243434407868,-0.827267004805055
65-74,Male,Food_price,USD,-0.335732396295151,-0.367909718107492,-0.362345763976994
65-74,Male,FL,mrh-eq,-0.0262435351287012,-0.0264654074624529,-0.0268685901555919
75+,Female,CED,MJ,-0.952208920979918,-0.966890426253664,-0.942983274860169
75+,Female,Food_price,USD,-0.486330467799495,-0.464603640479085,-0.456267978665585
75+,Female,FL,mrh-eq,-0.0321259170495517,-0.0320055626229376,-0.0314728179242883
75+,Male,CED,MJ,-0.934815596406036,-0.914482686513338,-0.931780574041368
75+,Male,Food_price,USD,-0.375584186836101,-0.3740779434154,-0.404614042201636
75+,Male,FL,mrh-eq,-0.0295091129506645,-0.0290868044745618,-0.03004630029
