age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-0.0979844476297274,-0.0967084507117757,-0.10072814123359
20-34,added_sugar,Food_price,USD,-0.18880620980305,-0.183123427890295,-0.194510894746764
20-34,added_sugar,FL,mrh-eq,-0.00414109317367394,-0.00408880767125201,-0.00426385350797021
20-34,oil,CED,MJ,-0.000812630634591005,0.00030316268896458,0.000107727927278954
20-34,oil,Food_price,USD,-0.000520165076945814,0.00015650131891312,-0.000190257348170973
20-34,oil,FL,mrh-eq,-4.41903270728339e-05,1.4388911380038e-05,3.69966458206655e-06
20-34,sat_fat,CED,MJ,-0.177275713814424,-0.175487636110486,-0.176549411144719
20-34,sat_fat,Food_price,USD,-0.0209590289818085,-0.0206972604922719,-0.0212118445236709
20-34,sat_fat,FL,mrh-eq,-0.00475644505937423,-0.00470532212042232,-0.00473571951050933
35-44,added_sugar,CED,MJ,-0.105636511053975,-0.109736471784811,-0.107765314854214
35-44,added_sugar,Food_price,USD,-0.182883338961159,-0.187459069508871,-0.189211199663875
35-44,added_sugar,FL,mrh-eq,-0.00473908532792394,-0.00493073310730876,-0.00482975941687451
35-44,oil,CED,MJ,5.59008945043949e-06,-0.00134462802218159,-0.00268280830811999
35-44,oil,Food_price,USD,0.000556104456830997,-0.000463898928311286,-0.00100583051587327
35-44,oil,FL,mrh-eq,4.70890269520213e-06,-6.13504939496628e-05,-0.000124956369566736
35-44,sat_fat,CED,MJ,-0.177048445815495,-0.186939521716731,-0.182884971792738
35-44,sat_fat,Food_price,USD,-0.0195272571362824,-0.0211393571983528,-0.0200229668715215
35-44,sat_fat,FL,mrh-eq,-0.00480802773625674,-0.00507698050069718,-0.00496281018235714
45-54,added_sugar,CED,MJ,-0.109366420343488,-0.120854711756336,-0.106273198770376
45-54,added_sugar,Food_price,USD,-0.175224398957794,-0.19841469838697,-0.173321262838075
45-54,added_sugar,FL,mrh-eq,-0.00493546390459987,-0.00544326793208216,-0.00478130426388514
45-54,oil,CED,MJ,-0.00143485592497675,-0.000323126480537436,-0.00112829126868378
45-54,oil,Food_price,USD,-0.00123341781517092,-0.000706198063123099,-0.000969388580303479
45-54,oil,FL,mrh-eq,-8.20912229644251e-05,-2.04128340255883e-05,-6.4863320890685e-05
45-54,sat_fat,CED,MJ,-0.176936989109721,-0.181397048429172,-0.181364340033659
45-54,sat_fat,Food_price,USD,-0.0201563179912121,-0.020312097779636,-0.0204899101680394
45-54,sat_fat,FL,mrh-eq,-0.00480732709779907,-0.00492627222793264,-0.00492515555432287
55-64,added_sugar,CED,MJ,-0.0998145291246724,-0.113083859233297,-0.107168303822213
55-64,added_sugar,Food_price,USD,-0.160918861445077,-0.181712728728466,-0.169216245218555
55-64,added_sugar,FL,mrh-eq,-0.00466686064637172,-0.00530244924291959,-0.00503238775338753
55-64,oil,CED,MJ,-0.00289467738827522,-0.00227471256157149,-0.00118679302968362
55-64,oil,Food_price,USD,-0.00272886927713166,-0.00188026573321624,-0.000871000314101773
55-64,oil,FL,mrh-eq,-0.000150258951953188,-0.000118592761080395,-6.12790436696641e-05
55-64,sat_fat,CED,MJ,-0.189424002310737,-0.198004939171622,-0.193999426592845
55-64,sat_fat,Food_price,USD,-0.0204970578472566,-0.0212296592680418,-0.0211076079505278
55-64,sat_fat,FL,mrh-eq,-0.00518073640054314,-0.00541473982107611,-0.00530696204337968
65-74,added_sugar,CED,MJ,-0.0989790911326172,-0.100967288665161,-0.099634392010963
65-74,added_sugar,Food_price,USD,-0.155760370445516,-0.162897337710164,-0.156787450166901
65-74,added_sugar,FL,mrh-eq,-0.00485451349949391,-0.00495721002643078,-0.00489002945443022
65-74,oil,CED,MJ,-0.005121344446576,-0.00220382932111635,-0.00334595404785889
65-74,oil,Food_price,USD,-0.00484889282652388,-0.00243993660313509,-0.00304459939404216
65-74,oil,FL,mrh-eq,-0.000246427091080933,-0.000107083520583301,-0.000162035012984333
65-74,sat_fat,CED,MJ,-0.204392593600422,-0.20326352253224,-0.205162782121679
65-74,sat_fat,Food_price,USD,-0.0234323395080539,-0.0234176045707263,-0.0235791816050024
65-74,sat_fat,FL,mrh-eq,-0.00555461518135097,-0.00552217760202178,-0.00557428634796265
75+,added_sugar,CED,MJ,-0.114110625178113,-0.109228220669588,-0.116051640965786
75+,added_sugar,Food_price,USD,-0.180902667404668,-0.172463286472616,-0.180210140535194
75+,added_sugar,FL,mrh-eq,-0.00600580120031196,-0.00574433343195495,-0.00611752813454337
75+,oil,CED,MJ,-0.000278987188948251,-0.000503017240515658,0.000603626058419594
75+,oil,Food_price,USD,-0.000221509050718839,-0.000448809319918183,0.000556213925452463
75+,oil,FL,mrh-eq,-1.35494584023491e-05,-2.37930208111441e-05,2.79783396320425e-05
75+,sat_fat,CED,MJ,-0.203298100784808,-0.205446313588895,-0.201442550616766
75+,sat_fat,Food_price,USD,-0.0229541162252709,-0.0235678661262018,-0.0230048053316526
75+,sat_fat,FL,mrh-eq,-0.0054054867605518,-0.00546031438413439,-0.00535562229632405
