age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,HIS,CED,MJ,-24.2675711307393,-24.3390009432388,-25.0782044899458
20-34,HIS,Food_price,USD,-24.2675711307393,-24.3390009432388,-25.0782044899458
20-34,HIS,FL,mrh-eq,-24.2675711307393,-24.3390009432388,-25.0782044899458
20-34,NHB,CED,MJ,-33.1415925360496,-32.4011250914057,-32.5154505324592
20-34,NHB,Food_price,USD,-33.1415925360496,-32.4011250914057,-32.5154505324592
20-34,NHB,FL,mrh-eq,-33.1415925360496,-32.4011250914057,-32.5154505324592
20-34,NHW,CED,MJ,-27.1487241873261,-25.7424062180391,-26.5563638207397
20-34,NHW,Food_price,USD,-27.1487241873261,-25.7424062180391,-26.5563638207397
20-34,NHW,FL,mrh-eq,-27.1487241873261,-25.7424062180391,-26.5563638207397
20-34,OTH,CED,MJ,-24.0021216693157,-22.7469947532763,-23.2728309249986
20-34,OTH,Food_price,USD,-24.0021216693157,-22.7469947532763,-23.2728309249986
20-34,OTH,FL,mrh-eq,-24.0021216693157,-22.7469947532763,-23.2728309249986
35-44,HIS,CED,MJ,-21.0193590828201,-22.7819852218117,-23.987824649855
35-44,HIS,Food_price,USD,-21.0193590828201,-22.7819852218117,-23.987824649855
35-44,HIS,FL,mrh-eq,-21.0193590828201,-22.7819852218117,-23.987824649855
35-44,NHB,CED,MJ,-31.8335919115852,-32.2034417020925,-31.7812257414723
35-44,NHB,Food_price,USD,-31.8335919115852,-32.2034417020925,-31.7812257414723
35-44,NHB,FL,mrh-eq,-31.8335919115852,-32.2034417020925,-31.7812257414723
35-44,NHW,CED,MJ,-29.5229447638683,-32.8048715998582,-33.6668188465825
35-44,NHW,Food_price,USD,-29.5229447638683,-32.8048715998582,-33.6668188465825
35-44,NHW,FL,mrh-eq,-29.5229447638683,-32.8048715998582,-33.6668188465825
35-44,OTH,CED,MJ,-23.0236221070635,-23.067291981711,-20.2370924608174
35-44,OTH,Food_price,USD,-23.0236221070635,-23.067291981711,-20.2370924608174
35-44,OTH,FL,mrh-eq,-23.0236221070635,-23.067291981711,-20.2370924608174
45-54,HIS,CED,MJ,-21.4299918683607,-21.7971616111871,-20.666451735755
45-54,HIS,Food_price,USD,-21.4299918683607,-21.7971616111871,-20.666451735755
45-54,HIS,FL,mrh-eq,-21.4299918683607,-21.7971616111871,-20.666451735755
45-54,NHB,CED,MJ,-29.0140381854181,-32.8626007820155,-30.3007053235943
45-54,NHB,Food_price,USD,-29.0140381854181,-32.8626007820155,-30.3007053235943
45-54,NHB,FL,mrh-eq,-29.0140381854181,-32.8626007820155,-30.3007053235943
45-54,NHW,CED,MJ,-31.4508343582387,-32.1734660379498,-31.8993115805827
45-54,NHW,Food_price,USD,-31.4508343582387,-32.1734660379498,-31.8993115805827
45-54,NHW,FL,mrh-eq,-31.4508343582387,-32.1734660379498,-31.8993115805827
45-54,OTH,CED,MJ,-22.2800601138221,-22.9268440089468,-18.2174758141064
45-54,OTH,Food_price,USD,-22.2800601138221,-22.9268440089468,-18.2174758141064
45-54,OTH,FL,mrh-eq,-22.2800601138221,-22.9268440089468,-18.2174758141064
55-64,HIS,CED,MJ,-21.5115371635346,-23.4980352395584,-23.4885232312534
