sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-0.298540532127043,-0.309287619487164,-0.305363265837942
Female,Food_price,USD,-0.218291429741313,-0.224819729642244,-0.221323530159865
Female,FL,mrh-eq,-0.0103456341510163,-0.0106876730469543,-0.0105441240367475
Male,CED,MJ,-0.279815298819537,-0.283751794702525,-0.281045598295932
Male,Food_price,USD,-0.176010493383626,-0.183495183972589,-0.180715171297707
Male,FL,mrh-eq,-0.00921549322473258,-0.00941301251762706,-0.00930451991705324
