sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.329619949413266,-0.343657777849483,-0.335192184198364
Female,added_sugar,Food_price,USD,-0.572927450711437,-0.59321452699806,-0.582160513943802
Female,added_sugar,FL,mrh-eq,-0.0155157816816972,-0.0161396524374795,-0.0157531176032629
Female,oil,CED,MJ,-0.0314173298450345,-0.0250756820064927,-0.0286930755854326
Female,oil,Food_price,USD,-0.0245863416929458,-0.0179526506310324,-0.019504851633285
Female,oil,FL,mrh-eq,-0.00159795455541975,-0.00126611657061644,-0.00144715212577794
Female,sat_fat,CED,MJ,-0.818660611171182,-0.850936548508748,-0.843151384558438
Female,sat_fat,Food_price,USD,-0.0944680606063891,-0.0981178857790437,-0.0979005422410002
Female,sat_fat,FL,mrh-eq,-0.0217845540230381,-0.0226379067407664,-0.0224351942246203
Male,added_sugar,CED,MJ,-0.278863122725096,-0.292055986365893,-0.287037259766414
Male,added_sugar,Food_price,USD,-0.464423624821915,-0.486469660302312,-0.479218589580444
Male,added_sugar,FL,mrh-eq,-0.0123175666425294,-0.0129614094614111,-0.0127378389898846
Male,oil,CED,MJ,0.013333992371032,0.0153982850793255,0.0163753727874568
Male,oil,Food_price,USD,0.00936262751121611,0.00888990262646669,0.010366515581806
Male,oil,FL,mrh-eq,0.000673663891759146,0.000778593790159997,0.000829591141813022
Male,sat_fat,CED,MJ,-0.784229931641683,-0.782752905269641,-0.779690920627268
Male,sat_fat,Food_price,USD,-0.0872270662843634,-0.0871394688397912,-0.086797837618946
Male,sat_fat,FL,mrh-eq,-0.0215785995780027,-0.0215494148012552,-0.0214606073252966
