sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.404612145121167,0.413920165148352,0.408303596757857
Female,added_sugar,Food_price,USD,0.704251794585205,0.717705675121441,0.710365862703347
Female,added_sugar,FL,mrh-eq,0.0190746610536372,0.0194883343888371,0.0192318800108388
Female,oil,CED,MJ,0.276755327421983,0.271468233903075,0.274481007651935
Female,oil,Food_price,USD,0.208992223025372,0.203461660799588,0.20475475823663
Female,oil,FL,mrh-eq,0.0141835485723357,0.0139068900867698,0.014057676497332
Female,sat_fat,CED,MJ,1.3561087582668,1.38131286233364,1.37520764660201
Female,sat_fat,Food_price,USD,0.157242774270178,0.160094366456159,0.159918125329542
Female,sat_fat,FL,mrh-eq,0.0360773355064102,0.0367436672495452,0.036584672431987
Male,added_sugar,CED,MJ,0.376618696625811,0.385378529355468,0.382056116563241
Male,added_sugar,Food_price,USD,0.629973968946042,0.644615292387794,0.63980689265749
Male,added_sugar,FL,mrh-eq,0.0167010373876032,0.0171285567437002,0.0169806565635911
Male,oil,CED,MJ,0.238320599841123,0.236594100331643,0.23577665959899
Male,oil,Food_price,USD,0.160321954846331,0.160715815271462,0.159479493893584
Male,oil,FL,mrh-eq,0.0120237985220863,0.0119360538973612,0.0118933861852661
Male,sat_fat,CED,MJ,1.30986276954033,1.30854448499763,1.30633273597912
Male,sat_fat,Food_price,USD,0.146305137354564,0.146216425819293,0.145971844704304
Male,sat_fat,FL,mrh-eq,0.0360504760530202,0.0360229101724873,0.0359585953661271
