age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-26.9974495010038,-25.9898507541203,-26.6649146146564
20-34,Food_price,USD,-26.9974495010038,-25.9898507541203,-26.6649146146564
20-34,FL,mrh-eq,-26.9974495010038,-25.9898507541203,-26.6649146146564
35-44,CED,MJ,-27.1156693185195,-29.2902990299283,-29.6162390057728
35-44,Food_price,USD,-27.1156693185195,-29.2902990299283,-29.6162390057728
35-44,FL,mrh-eq,-27.1156693185195,-29.2902990299283,-29.6162390057728
45-54,CED,MJ,-28.4714397371336,-29.4978380879734,-28.2831480980061
45-54,Food_price,USD,-28.4714397371336,-29.4978380879734,-28.2831480980061
45-54,FL,mrh-eq,-28.4714397371336,-29.4978380879734,-28.2831480980061
55-64,CED,MJ,-29.1702236460035,-31.038137166152,-29.2891279205401
55-64,Food_price,USD,-29.1702236460035,-31.038137166152,-29.2891279205401
55-64,FL,mrh-eq,-29.1702236460035,-31.038137166152,-29.2891279205401
65-74,CED,MJ,-31.7295249235918,-29.8985063283272,-30.6423511619247
65-74,Food_price,USD,-31.7295249235918,-29.8985063283272,-30.6423511619247
65-74,FL,mrh-eq,-31.7295249235918,-29.8985063283272,-30.6423511619247
75+,CED,MJ,-31.4123610051182,-31.1651289317191,-30.8929218804649
75+,Food_price,USD,-31.4123610051182,-31.1651289317191,-30.8929218804649
75+,FL,mrh-eq,-31.4123610051182,-31.1651289317191,-30.8929218804649
