sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-25.1827112392221,-27.010378209531,-27.2220664130706
Female,HIS,Food_price,USD,-25.1827112392221,-27.010378209531,-27.2220664130706
Female,HIS,FL,mrh-eq,-25.1827112392221,-27.010378209531,-27.2220664130706
Female,NHB,CED,MJ,-36.7596253975031,-37.4781272272616,-35.8718618598521
Female,NHB,Food_price,USD,-36.7596253975031,-37.4781272272616,-35.8718618598521
Female,NHB,FL,mrh-eq,-36.7596253975031,-37.4781272272616,-35.8718618598521
Female,NHW,CED,MJ,-34.1542556446984,-34.3825406116864,-34.4013367075798
Female,NHW,Food_price,USD,-34.1542556446984,-34.3825406116864,-34.4013367075798
Female,NHW,FL,mrh-eq,-34.1542556446984,-34.3825406116864,-34.4013367075798
Female,OTH,CED,MJ,-26.6063257870972,-26.4087382978525,-26.8771375085111
Female,OTH,Food_price,USD,-26.6063257870972,-26.4087382978525,-26.8771375085111
Female,OTH,FL,mrh-eq,-26.6063257870972,-26.4087382978525,-26.8771375085111
Male,HIS,CED,MJ,-19.5117246729826,-19.3970976891227,-20.2994309671354
Male,HIS,Food_price,USD,-19.5117246729826,-19.3970976891227,-20.2994309671354
Male,HIS,FL,mrh-eq,-19.5117246729826,-19.3970976891227,-20.2994309671354
Male,NHB,CED,MJ,-26.6298420188538,-27.6719465687812,-26.4955134863614
Male,NHB,Food_price,USD,-26.6298420188538,-27.6719465687812,-26.4955134863614
Male,NHB,FL,mrh-eq,-26.6298420188538,-27.6719465687812,-26.4955134863614
Male,NHW,CED,MJ,-26.4472615925614,-26.9164156496211,-26.6049883095385
Male,NHW,Food_price,USD,-26.4472615925614,-26.9164156496211,-26.6049883095385
Male,NHW,FL,mrh-eq,-26.4472615925614,-26.9164156496211,-26.6049883095385
Male,OTH,CED,MJ,-19.6343283835692,-18.3865323612898,-16.6040022931336
Male,OTH,Food_price,USD,-19.6343283835692,-18.3865323612898,-16.6040022931336
Male,OTH,FL,mrh-eq,-19.6343283835692,-18.3865323612898,-16.6040022931336
