sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-13.1751979652205,-13.7285455855284,-13.389866489658
Female,added_sugar,Food_price,USD,-13.1751979652205,-13.7285455855284,-13.389866489658
Female,added_sugar,FL,mrh-eq,-13.1751979652205,-13.7285455855284,-13.389866489658
Female,oil,CED,MJ,-3.38776416785214,-2.70554477716455,-3.0950548822063
Female,oil,Food_price,USD,-3.38776416785214,-2.70554477716455,-3.0950548822063
Female,oil,FL,mrh-eq,-3.38776416785214,-2.70554477716455,-3.0950548822063
Female,sat_fat,CED,MJ,-15.7624678734111,-16.3813030479981,-16.2278024623347
Female,sat_fat,Food_price,USD,-15.7624678734111,-16.3813030479981,-16.2278024623347
Female,sat_fat,FL,mrh-eq,-15.7624678734111,-16.3813030479981,-16.2278024623347
Male,added_sugar,CED,MJ,-10.8138298121237,-11.3251400703685,-11.1291450335403
Male,added_sugar,Food_price,USD,-10.8138298121237,-11.3251400703685,-11.1291450335403
Male,added_sugar,FL,mrh-eq,-10.8138298121237,-11.3251400703685,-11.1291450335403
Male,oil,CED,MJ,1.43627274263715,1.66357097717977,1.76812005864129
Male,oil,Food_price,USD,1.43627274263715,1.66357097717977,1.76812005864129
Male,oil,FL,mrh-eq,1.43627274263715,1.66357097717977,1.76812005864129
Male,sat_fat,CED,MJ,-15.231174069143,-15.198608127362,-15.1330657450288
Male,sat_fat,Food_price,USD,-15.231174069143,-15.198608127362,-15.1330657450288
Male,sat_fat,FL,mrh-eq,-15.231174069143,-15.198608127362,-15.1330657450288
