outcome,outcome_unit,X1,X2,X3
CED,MJ,-1.11715448704002,-1.14253241573686,-1.13162007699504
Food_price,USD,-0.619929802294476,-0.639701247992151,-0.630294879957818
FL,mrh-eq,-0.0361663655658634,-0.0370057903635024,-0.0366191597006975
