age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-31.852679712117,-30.8276254030705,-32.1852434553223
20-34,Female,Food_price,USD,-31.852679712117,-30.8276254030705,-32.1852434553223
20-34,Female,FL,mrh-eq,-31.852679712117,-30.8276254030705,-32.1852434553223
20-34,Male,CED,MJ,-22.2752689738519,-21.2846474478524,-21.2958614037088
20-34,Male,Food_price,USD,-22.2752689738519,-21.2846474478524,-21.2958614037088
20-34,Male,FL,mrh-eq,-22.2752689738519,-21.2846474478524,-21.2958614037088
35-44,Female,CED,MJ,-31.0084965339565,-34.080605405655,-34.4767003389955
35-44,Female,Food_price,USD,-31.0084965339565,-34.080605405655,-34.4767003389955
35-44,Female,FL,mrh-eq,-31.0084965339565,-34.080605405655,-34.4767003389955
35-44,Male,CED,MJ,-22.9822850178539,-24.2039758840434,-24.4554256799031
35-44,Male,Food_price,USD,-22.9822850178539,-24.2039758840434,-24.4554256799031
35-44,Male,FL,mrh-eq,-22.9822850178539,-24.2039758840434,-24.4554256799031
45-54,Female,CED,MJ,-31.2299021806972,-33.3697614487437,-31.686192151428
45-54,Female,Food_price,USD,-31.2299021806972,-33.3697614487437,-31.686192151428
45-54,Female,FL,mrh-eq,-31.2299021806972,-33.3697614487437,-31.686192151428
45-54,Male,CED,MJ,-25.5405132331441,-25.3838350766303,-24.6673395762369
45-54,Male,Food_price,USD,-25.5405132331441,-25.3838350766303,-24.6673395762369
45-54,Male,FL,mrh-eq,-25.5405132331441,-25.3838350766303,-24.6673395762369
55-64,Female,CED,MJ,-32.4560459247201,-33.637490478387,-32.3431081529171
55-64,Female,Food_price,USD,-32.4560459247201,-33.637490478387,-32.3431081529171
55-64,Female,FL,mrh-eq,-32.4560459247201,-33.637490478387,-32.3431081529171
55-64,Male,CED,MJ,-25.5173277496524,-28.148398695227,-25.8939741623323
55-64,Male,Food_price,USD,-25.5173277496524,-28.148398695227,-25.8939741623323
55-64,Male,FL,mrh-eq,-25.5173277496524,-28.148398695227,-25.8939741623323
65-74,Female,CED,MJ,-35.3195102652084,-32.7465829321044,-33.3786628307961
65-74,Female,Food_price,USD,-35.3195102652084,-32.7465829321044,-33.3786628307961
65-74,Female,FL,mrh-eq,-35.3195102652084,-32.7465829321044,-33.3786628307961
65-74,Male,CED,MJ,-27.6094375524068,-26.6298789299475,-27.5019920579885
65-74,Male,Food_price,USD,-27.6094375524068,-26.6298789299475,-27.5019920579885
65-74,Male,FL,mrh-eq,-27.6094375524068,-26.6298789299475,-27.5019920579885
75+,Female,CED,MJ,-33.6330518272516,-33.5443072480643,-32.7121114982999
75+,Female,Food_price,USD,-33.6330518272516,-33.5443072480643,-32.7121114982999
75+,Female,FL,mrh-eq,-33.6330518272516,-33.5443072480643,-32.7121114982999
75+,Male,CED,MJ,-28.3913883655071,-27.9285538413019,-28.4181415071824
75+,Male,Food_price,USD,-28.3913883655071,-27.9285538413019,-28.4181415071824
75+,Male,FL,mrh-eq,-28.3913883655071,-27.9285538413019,-28.4181415071824
