sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.610412104143902,0.62444993258012,0.615984338929
Female,added_sugar,Food_price,USD,1.06250131094244,1.08278838722906,1.0717343741748
Female,added_sugar,FL,mrh-eq,0.0287752378809119,0.0293991086366941,0.0290125738024775
Female,oil,CED,MJ,0.331754406864854,0.325412759026312,0.329030152605252
Female,oil,Food_price,USD,0.25052406775613,0.243890376694217,0.24544257769647
Female,oil,FL,mrh-eq,0.0170024302115759,0.0166705922267726,0.0168516277819341
Female,sat_fat,CED,MJ,1.74448794289732,1.77676388023488,1.76897871628457
Female,sat_fat,Food_price,USD,0.202272295735503,0.205922120908158,0.205704777370114
Female,sat_fat,FL,mrh-eq,0.0464137627787209,0.0472671154964491,0.0470644029803031
Male,added_sugar,CED,MJ,0.568193798750461,0.581386662391258,0.576367935791779
Male,added_sugar,Food_price,USD,0.950543148767713,0.97258918424811,0.965338113526242
Male,added_sugar,FL,mrh-eq,0.0251918240864956,0.0258356669053773,0.0256120964338508
Male,oil,CED,MJ,0.285115699409787,0.283051406701493,0.282074318993362
Male,oil,Food_price,USD,0.191800572723884,0.192273297608633,0.190796684653294
Male,oil,FL,mrh-eq,0.0143850528953313,0.0142801229969305,0.0142291256452774
Male,sat_fat,CED,MJ,1.72336933739718,1.72189231102513,1.71883032638276
Male,sat_fat,Food_price,USD,0.192471040948619,0.192383443504047,0.192041812283202
Male,sat_fat,FL,mrh-eq,0.0474360622171566,0.0474068774404092,0.0473180699644506
