sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,HIS,added_sugar,CED,MJ,0.379337385140716,0.392460424963737,0.398957513532519
Female,HIS,added_sugar,Food_price,USD,0.579833128506267,0.596595421633442,0.615882323081514
Female,HIS,added_sugar,FL,mrh-eq,0.0180123183223872,0.0186101897152442,0.0189119526786478
Female,HIS,oil,CED,MJ,0.252235784317572,0.257078359391634,0.257277792420634
Female,HIS,oil,Food_price,USD,0.180245992232457,0.184438729116958,0.183578036749821
Female,HIS,oil,FL,mrh-eq,0.0128193051462406,0.0130651714317971,0.0130718244271987
Female,HIS,sat_fat,CED,MJ,1.25908298493707,1.27540711972017,1.26788044900668
Female,HIS,sat_fat,Food_price,USD,0.155173902782113,0.157809890386272,0.157238274048184
Female,HIS,sat_fat,FL,mrh-eq,0.0339481202813778,0.0343827848836771,0.034185588582678
Female,NHB,added_sugar,CED,MJ,0.482333883231966,0.482192660361299,0.47177404931709
Female,NHB,added_sugar,Food_price,USD,0.807302970098373,0.798267820182192,0.79395584514095
Female,NHB,added_sugar,FL,mrh-eq,0.0208916963083508,0.0209067908330869,0.0203564460275373
Female,NHB,oil,CED,MJ,0.288328136468869,0.293875455354841,0.287997944227139
Female,NHB,oil,Food_price,USD,0.171134791599363,0.175976151584299,0.173785028606702
Female,NHB,oil,FL,mrh-eq,0.0143266625586709,0.0146045942152843,0.0143174273018703
Female,NHB,sat_fat,CED,MJ,1.20134463065408,1.20146038588769,1.19357224881942
Female,NHB,sat_fat,Food_price,USD,0.141425315377627,0.141738243984677,0.141628281550167
Female,NHB,sat_fat,FL,mrh-eq,0.0316073480981852,0.0316098492487889,0.031404557017442
Female,NHW,added_sugar,CED,MJ,0.404942937794721,0.415704386291084,0.40658878129002
Female,NHW,added_sugar,Food_price,USD,0.730143080261272,0.748057475115403,0.73288222802898
Female,NHW,added_sugar,FL,mrh-eq,0.0193388931446513,0.019799624817859,0.0194028192009012
Female,NHW,oil,CED,MJ,0.279384335026975,0.27005950770405,0.275027912895796
Female,NHW,oil,Food_price,USD,0.221752996581493,0.212404591074611,0.213829441811836
Female,NHW,oil,FL,mrh-eq,0.0143271962802281,0.0138405389091504,0.0140876873144431
Female,NHW,sat_fat,CED,MJ,1.43210464411567,1.46475509874941,1.46135555389129
Female,NHW,sat_fat,Food_price,USD,0.159204528992306,0.162481528295378,0.162524798325367
Female,NHW,sat_fat,FL,mrh-eq,0.0381226386686123,0.0389869947543253,0.038901341166016
Female,OTH,added_sugar,CED,MJ,0.348147027447609,0.354025303904885,0.357308972210737
Female,OTH,added_sugar,Food_price,USD,0.610495902481875,0.618361613577945,0.615280926459852
Female,OTH,added_sugar,FL,mrh-eq,0.0168920504988518,0.0172133715948764,0.0173253056217641
Female,OTH,oil,CED,MJ,0.28388119065394,0.275163785187677,0.281016297905305
Female,OTH,oil,Food_price,USD,0.219204923513507,0.210059222705407,0.217952029603774
Female,OTH,oil,FL,mrh-eq,0.0151930745980234,0.0147551299816919,0.0150540409145545
Female,OTH,sat_fat,CED,MJ,1.22054628297242,1.24334866308891,1.22490136013688
Female,OTH,sat_fat,Food_price,USD,0.167176382323556,0.170767360985605,0.169761736103573
Female,OTH,sat_fat,FL,mrh-eq,0.0320634335806577,0.0326551197443382,0.0321586554918478
Male,HIS,added_sugar,CED,MJ,0.378290415203563,0.366285554665353,0.377766129571233
Male,HIS,added_sugar,Food_price,USD,0.591528905178111,0.575789260425547,0.590538392119608
Male,HIS,added_sugar,FL,mrh-eq,0.0157662068742171,0.0153210750495312,0.0158268374964944
Male,HIS,oil,CED,MJ,0.213908087327155,0.214909211071401,0.220557556074072
Male,HIS,oil,Food_price,USD,0.13826824744301,0.140795458575478,0.141997886400029
Male,HIS,oil,FL,mrh-eq,0.0108034891415512,0.0108502048697592,0.0111370727097446
Male,HIS,sat_fat,CED,MJ,1.20924419618497,1.22664116874108,1.206872400078
Male,HIS,sat_fat,Food_price,USD,0.129778489038897,0.131861690075843,0.129490732386056
Male,HIS,sat_fat,FL,mrh-eq,0.0335249621078775,0.0340129991103448,0.0334589007549275
Male,NHB,added_sugar,CED,MJ,0.426497072699433,0.441106692915101,0.439161592937322
Male,NHB,added_sugar,Food_price,USD,0.678042398792262,0.706800965054435,0.699694004214935
Male,NHB,added_sugar,FL,mrh-eq,0.0173734937082232,0.0179516316488211,0.0178641933642808
Male,NHB,oil,CED,MJ,0.240258043155623,0.243591257344884,0.237980659576322
Male,NHB,oil,Food_price,USD,0.0907146443717485,0.0870582568469036,0.0876206710632613
Male,NHB,oil,FL,mrh-eq,0.0117610037393475,0.0119170328105923,0.0116477884842801
Male,NHB,sat_fat,CED,MJ,1.19931309037134,1.19033932874355,1.17803600299137
Male,NHB,sat_fat,Food_price,USD,0.123108708740593,0.121928143067025,0.120951906861822
Male,NHB,sat_fat,FL,mrh-eq,0.0326733096478561,0.0324379562327663,0.0320942689177027
Male,NHW,added_sugar,CED,MJ,0.379876429517543,0.393899646653319,0.3876552454363
Male,NHW,added_sugar,Food_price,USD,0.659835280547009,0.680982306065302,0.673228612241925
Male,NHW,added_sugar,FL,mrh-eq,0.0171022524636661,0.017758607954449,0.017479868637941
Male,NHW,oil,CED,MJ,0.242560746673682,0.239956436272826,0.23875872939163
Male,NHW,oil,Food_price,USD,0.179058980932657,0.180626009842272,0.177944003274482
Male,NHW,oil,FL,mrh-eq,0.012247305940778,0.0121159909645312,0.0120550087559766
Male,NHW,sat_fat,CED,MJ,1.37889332892895,1.37872484205627,1.38710859988793
