sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-32.3254300064838,-32.815393410691,-32.712723834199
Female,Food_price,USD,-32.3254300064838,-32.815393410691,-32.712723834199
Female,FL,mrh-eq,-32.3254300064838,-32.815393410691,-32.712723834199
Male,CED,MJ,-24.6087311386296,-24.8601772205507,-24.4940907199278
Male,Food_price,USD,-24.6087311386296,-24.8601772205507,-24.4940907199278
Male,FL,mrh-eq,-24.6087311386296,-24.8601772205507,-24.4940907199278
