age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,1.54307400188162,1.54307400188162,1.54307400188162
20-34,Female,HIS,Food_price,USD,0.782689412285869,0.782689412285869,0.782689412285869
20-34,Female,HIS,FL,mrh-eq,0.0542301025995431,0.0542301025995431,0.0542301025995431
20-34,Female,NHB,CED,MJ,1.45134652561669,1.45134652561669,1.45134652561669
20-34,Female,NHB,Food_price,USD,0.854076850516303,0.854076850516303,0.854076850516303
20-34,Female,NHB,FL,mrh-eq,0.0494099611169743,0.0494099611169743,0.0494099611169743
20-34,Female,NHW,CED,MJ,1.49596502401774,1.49596502401774,1.49596502401774
20-34,Female,NHW,Food_price,USD,0.91978521692735,0.91978521692735,0.91978521692735
20-34,Female,NHW,FL,mrh-eq,0.0528086895899712,0.0528086895899712,0.0528086895899712
20-34,Female,OTH,CED,MJ,1.48943803818736,1.48943803818736,1.48943803818736
20-34,Female,OTH,Food_price,USD,0.916276217348055,0.916276217348055,0.916276217348055
20-34,Female,OTH,FL,mrh-eq,0.0524273498713681,0.0524273498713681,0.0524273498713681
20-34,Male,HIS,CED,MJ,1.52792749485182,1.52792749485182,1.52792749485182
20-34,Male,HIS,Food_price,USD,0.785366904957787,0.785366904957787,0.785366904957787
20-34,Male,HIS,FL,mrh-eq,0.0521472520068089,0.0521472520068089,0.0521472520068089
20-34,Male,NHB,CED,MJ,1.47479204273505,1.47479204273505,1.47479204273505
20-34,Male,NHB,Food_price,USD,0.715103620967633,0.715103620967633,0.715103620967633
20-34,Male,NHB,FL,mrh-eq,0.05007111027535,0.05007111027535,0.05007111027535
20-34,Male,NHW,CED,MJ,1.53340260853053,1.53340260853053,1.53340260853053
20-34,Male,NHW,Food_price,USD,0.902033168417137,0.902033168417137,0.902033168417137
20-34,Male,NHW,FL,mrh-eq,0.0530928165196134,0.0530928165196134,0.0530928165196134
20-34,Male,OTH,CED,MJ,1.4824041997586,1.4824041997586,1.4824041997586
20-34,Male,OTH,Food_price,USD,0.891251531927572,0.891251531927572,0.891251531927572
20-34,Male,OTH,FL,mrh-eq,0.0525802963379977,0.0525802963379977,0.0525802963379977
35-44,Female,HIS,CED,MJ,1.4925420615961,1.4925420615961,1.4925420615961
35-44,Female,HIS,Food_price,USD,0.767518919261487,0.767518919261487,0.767518919261487
35-44,Female,HIS,FL,mrh-eq,0.0535788696787585,0.0535788696787585,0.0535788696787585
35-44,Female,NHB,CED,MJ,1.46689651173211,1.46689651173211,1.46689651173211
35-44,Female,NHB,Food_price,USD,0.570120983832301,0.570120983832301,0.570120983832301
35-44,Female,NHB,FL,mrh-eq,0.0503102169089339,0.0503102169089339,0.0503102169089339
35-44,Female,NHW,CED,MJ,1.51136960712332,1.51136960712332,1.51136960712332
35-44,Female,NHW,Food_price,USD,0.759699408984835,0.759699408984835,0.759699408984835
35-44,Female,NHW,FL,mrh-eq,0.0522030337862271,0.0522030337862271,0.0522030337862271
35-44,Female,OTH,CED,MJ,1.52509259141461,1.52509259141461,1.52509259141461
35-44,Female,OTH,Food_price,USD,0.768919847838324,0.768919847838324,0.768919847838324
35-44,Female,OTH,FL,mrh-eq,0.0569346743283527,0.0569346743283527,0.0569346743283527
35-44,Male,HIS,CED,MJ,1.52360064203565,1.52360064203565,1.52360064203565
35-44,Male,HIS,Food_price,USD,0.798457814265234,0.798457814265234,0.798457814265234
