Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-2947989355.16205,-3078537224.64892,-3012419895.8791
added_sugar,Food_price,USD,-2947989355.16205,-3078537224.64892,-3012419895.8791
added_sugar,FL,mrh-eq,-2947989355.16205,-3078537224.64892,-3012419895.8791
oil,CED,MJ,-260994079.759419,-147553738.53434,-184702914.540482
oil,Food_price,USD,-260994079.759419,-147553738.53434,-184702914.540482
oil,FL,mrh-eq,-260994079.759419,-147553738.53434,-184702914.540482
sat_fat,CED,MJ,-3797260454.55454,-3872020877.88182,-3844799327.25932
sat_fat,Food_price,USD,-3797260454.55454,-3872020877.88182,-3844799327.25932
sat_fat,FL,mrh-eq,-3797260454.55454,-3872020877.88182,-3844799327.25932
