race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-15842351.236192,-16796859.3989866,-16195569.4331054
NHW,added_sugar,Food_price,USD,-28017105.2746779,-29523393.6846054,-28622781.5553269
NHW,added_sugar,FL,mrh-eq,-738588.519244636,-781526.877931391,-755087.552770796
NHW,oil,CED,MJ,-363685.647797619,-179357.050782851,-241327.238222212
NHW,oil,Food_price,USD,-298128.72446765,-173530.338959401,-157986.587306703
NHW,oil,FL,mrh-eq,-18617.6001687492,-9060.34565678916,-12123.3918803456
NHW,sat_fat,CED,MJ,-30737229.2780833,-31480128.3208505,-31607127.3325987
NHW,sat_fat,Food_price,USD,-3401637.75744489,-3481542.38136193,-3503491.71176817
NHW,sat_fat,FL,mrh-eq,-832109.097226968,-852015.022896592,-855694.765393097
NHB,added_sugar,CED,MJ,-3801876.68111943,-3895558.53844855,-3803058.12793933
NHB,added_sugar,Food_price,USD,-6232635.17823034,-6348011.41420192,-6271160.31998402
NHB,added_sugar,FL,mrh-eq,-160829.03301228,-164699.487809722,-159904.562682257
NHB,oil,CED,MJ,-91862.7858095517,-116953.020566117,-85102.2454956402
NHB,oil,Food_price,USD,-59237.2715680574,-64694.7919306052,-59497.0215521281
NHB,oil,FL,mrh-eq,-4563.01208523213,-5793.03713695864,-4248.4553077361
NHB,sat_fat,CED,MJ,-4572239.49553929,-4540767.90330291,-4451175.51988629
NHB,sat_fat,Food_price,USD,-504027.095001422,-501013.551958955,-496339.802414539
NHB,sat_fat,FL,mrh-eq,-122315.35535445,-121492.679163571,-119059.752737502
HIS,added_sugar,CED,MJ,-3741321.81741368,-3754012.32879406,-3930291.88431162
HIS,added_sugar,Food_price,USD,-5758435.76463119,-5770446.62308105,-6105364.5996515
HIS,added_sugar,FL,mrh-eq,-166232.167571258,-167805.361977087,-175722.336427164
HIS,oil,CED,MJ,127449.193784447,105151.939813886,83333.2413551448
HIS,oil,Food_price,USD,87965.476037914,62408.7585030861,61284.8192697631
HIS,oil,FL,mrh-eq,6456.00885709918,5339.41390384464,4244.23555345003
HIS,sat_fat,CED,MJ,-6199091.54264325,-6402145.84699385,-6234695.73026389
HIS,sat_fat,Food_price,USD,-717154.337576289,-745386.482068699,-727317.913744721
HIS,sat_fat,FL,mrh-eq,-169551.451092962,-175113.741769987,-170500.548198555
OTH,added_sugar,CED,MJ,-1813809.17901283,-1876174.64629817,-1831888.40412819
OTH,added_sugar,Food_price,USD,-2992245.92307328,-3099233.05212817,-2982123.52223048
OTH,added_sugar,FL,mrh-eq,-88142.0878281851,-91954.8742197707,-89831.4667025584
OTH,oil,CED,MJ,-76273.6978529863,-39460.116851823,-45498.2570278029
OTH,oil,Food_price,USD,-67830.9529624509,-30601.1244639489,-54805.2498653351
OTH,oil,FL,mrh-eq,-3931.88435761638,-2108.53783424869,-2355.07914057357
OTH,sat_fat,CED,MJ,-3786644.87265261,-3751653.30846149,-3568110.12293672
OTH,sat_fat,Food_price,USD,-510778.701794644,-507171.161686041,-491304.680564714
OTH,sat_fat,FL,mrh-eq,-101788.197186804,-100705.563692955,-95632.4337002388
