age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-37965056.2480069,-38102153.0918251,-38873429.3294522
20-34,Female,Food_price,USD,-25295396.6547104,-24057915.9756728,-26184254.7821793
20-34,Female,FL,mrh-eq,-1223851.77602327,-1213924.40613378,-1253131.02347314
20-34,Male,CED,MJ,-34076984.0527739,-32782019.5546524,-33168863.4897655
20-34,Male,Food_price,USD,-18732416.277283,-18493748.6195493,-18927685.8208061
20-34,Male,FL,mrh-eq,-1018591.46736445,-981263.973779195,-989307.51810229
35-44,Female,CED,MJ,-23675348.0190014,-25576600.7821514,-25310076.1914908
35-44,Female,Food_price,USD,-13184261.4155512,-14165118.1060909,-14052279.7333181
35-44,Female,FL,mrh-eq,-778124.895833177,-845471.378002642,-833606.285926022
35-44,Male,CED,MJ,-20320507.2794842,-20995564.6406855,-20680389.4211117
35-44,Male,Food_price,USD,-12264007.8980306,-12375604.6811759,-12640734.0362118
35-44,Male,FL,mrh-eq,-641096.902071548,-660717.779037044,-657041.086980124
45-54,Female,CED,MJ,-22896122.0854282,-24663161.6334058,-23676747.9769166
45-54,Female,Food_price,USD,-13356855.2943862,-15529929.0395949,-13490957.6407331
45-54,Female,FL,mrh-eq,-751474.68233328,-815411.249748747,-770894.594912188
45-54,Male,CED,MJ,-20150962.9945989,-20232857.2779659,-19737441.5283111
45-54,Male,Food_price,USD,-10689313.7683756,-11109791.0289666,-10333817.1818587
45-54,Male,FL,mrh-eq,-655301.80315783,-656450.818855198,-635174.398146439
55-64,Female,CED,MJ,-30263881.2485957,-32002717.8301307,-31024093.2249961
55-64,Female,Food_price,USD,-16958157.5502422,-18153802.119564,-17352963.5458357
55-64,Female,FL,mrh-eq,-997766.815512084,-1054113.25943745,-1023352.65761083
55-64,Male,CED,MJ,-23245762.7636583,-24988448.0936724,-23963450.9381908
55-64,Male,Food_price,USD,-10811906.821275,-12475194.576651,-11185123.7125745
55-64,Male,FL,mrh-eq,-759576.84151895,-832741.443291523,-785722.338191192
65-74,Female,CED,MJ,-20028852.8915084,-19396679.7278904,-19596755.9077544
65-74,Female,Food_price,USD,-10672004.0230905,-10175468.2397626,-9886446.03747701
65-74,Female,FL,mrh-eq,-669411.20749513,-642101.312173543,-645216.501009353
65-74,Male,CED,MJ,-15046032.0498165,-15198426.8492599,-15332358.1269984
65-74,Male,Food_price,USD,-6643550.34316129,-7338691.00729146,-7224027.16476779
65-74,Male,FL,mrh-eq,-490575.518675026,-498254.272348493,-505840.371120286
75+,Female,CED,MJ,-15005349.4484963,-15170195.5866785,-14825829.810978
75+,Female,Food_price,USD,-8422632.88675252,-8004772.41713059,-7885664.4779057
75+,Female,FL,mrh-eq,-519881.405933916,-514965.735086263,-507938.888922393
75+,Male,CED,MJ,-10891759.9566693,-10672291.8143079,-10919488.6391499
75+,Male,Food_price,USD,-4776701.90947722,-4768762.21764182,-5181430.77715596
75+,Male,FL,mrh-eq,-350695.976435307,-346490.377064127,-360002.975466086
