age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-594008278.271852,-569310169.506578,-589796961.227494
20-34,Female,NHW,Food_price,USD,-594008278.271852,-569310169.506578,-589796961.227494
20-34,Female,NHW,FL,mrh-eq,-594008278.271852,-569310169.506578,-589796961.227494
20-34,Female,NHB,CED,MJ,-174891743.765946,-168802676.680241,-174714649.319628
20-34,Female,NHB,Food_price,USD,-174891743.765946,-168802676.680241,-174714649.319628
20-34,Female,NHB,FL,mrh-eq,-174891743.765946,-168802676.680241,-174714649.319628
20-34,Female,HIS,CED,MJ,-181705494.501614,-189338124.88221,-198197366.787847
20-34,Female,HIS,Food_price,USD,-181705494.501614,-189338124.88221,-198197366.787847
20-34,Female,HIS,FL,mrh-eq,-181705494.501614,-189338124.88221,-198197366.787847
20-34,Female,OTH,CED,MJ,-107462145.905023,-96566908.8624803,-106405634.551938
20-34,Female,OTH,Food_price,USD,-107462145.905023,-96566908.8624803,-106405634.551938
20-34,Female,OTH,FL,mrh-eq,-107462145.905023,-96566908.8624803,-106405634.551938
20-34,Male,NHW,CED,MJ,-423741655.180247,-395719790.447742,-405746598.197114
20-34,Male,NHW,Food_price,USD,-423741655.180247,-395719790.447742,-405746598.197114
20-34,Male,NHW,FL,mrh-eq,-423741655.180247,-395719790.447742,-405746598.197114
20-34,Male,NHB,CED,MJ,-116190764.0534,-115776307.7942,-110868455.16061
20-34,Male,NHB,Food_price,USD,-116190764.0534,-115776307.7942,-110868455.16061
20-34,Male,NHB,FL,mrh-eq,-116190764.0534,-115776307.7942,-110868455.16061
20-34,Male,HIS,CED,MJ,-144357134.276384,-137684245.285284,-138757050.156921
20-34,Male,HIS,Food_price,USD,-144357134.276384,-137684245.285284,-138757050.156921
20-34,Male,HIS,FL,mrh-eq,-144357134.276384,-137684245.285284,-138757050.156921
20-34,Male,OTH,CED,MJ,-76487954.3776622,-77764011.6971016,-71955247.102468
20-34,Male,OTH,Food_price,USD,-76487954.3776622,-77764011.6971016,-71955247.102468
20-34,Male,OTH,FL,mrh-eq,-76487954.3776622,-77764011.6971016,-71955247.102468
35-44,Female,NHW,CED,MJ,-369349362.732245,-404505421.550152,-428484684.138879
35-44,Female,NHW,Food_price,USD,-369349362.732245,-404505421.550152,-428484684.138879
35-44,Female,NHW,FL,mrh-eq,-369349362.732245,-404505421.550152,-428484684.138879
35-44,Female,NHB,CED,MJ,-106891787.546743,-109754605.525689,-104033179.660218
35-44,Female,NHB,Food_price,USD,-106891787.546743,-109754605.525689,-104033179.660218
35-44,Female,NHB,FL,mrh-eq,-106891787.546743,-109754605.525689,-104033179.660218
35-44,Female,HIS,CED,MJ,-100870133.23812,-120327916.204901,-119711639.598362
35-44,Female,HIS,Food_price,USD,-100870133.23812,-120327916.204901,-119711639.598362
35-44,Female,HIS,FL,mrh-eq,-100870133.23812,-120327916.204901,-119711639.598362
35-44,Female,OTH,CED,MJ,-75377779.818979,-82545255.1866941,-73238430.4146762
35-44,Female,OTH,Food_price,USD,-75377779.818979,-82545255.1866941,-73238430.4146762
35-44,Female,OTH,FL,mrh-eq,-75377779.818979,-82545255.1866941,-73238430.4146762
35-44,Male,NHW,CED,MJ,-265045165.621482,-300411761.09372,-294954181.26479
35-44,Male,NHW,Food_price,USD,-265045165.621482,-300411761.09372,-294954181.26479
35-44,Male,NHW,FL,mrh-eq,-265045165.621482,-300411761.09372,-294954181.26479
35-44,Male,NHB,CED,MJ,-59132713.8722434,-58198805.6826624,-61718211.9159221
35-44,Male,NHB,Food_price,USD,-59132713.8722434,-58198805.6826624,-61718211.9159221
35-44,Male,NHB,FL,mrh-eq,-59132713.8722434,-58198805.6826624,-61718211.9159221
35-44,Male,HIS,CED,MJ,-92153289.658662,-88881924.6171335,-100571576.627163
35-44,Male,HIS,Food_price,USD,-92153289.658662,-88881924.6171335,-100571576.627163
35-44,Male,HIS,FL,mrh-eq,-92153289.658662,-88881924.6171335,-100571576.627163
35-44,Male,OTH,CED,MJ,-39123412.7619795,-32173116.6332107,-27404778.9969233
35-44,Male,OTH,Food_price,USD,-39123412.7619795,-32173116.6332107,-27404778.9969233
35-44,Male,OTH,FL,mrh-eq,-39123412.7619795,-32173116.6332107,-27404778.9969233
45-54,Female,NHW,CED,MJ,-433923319.096857,-464027609.907214,-448599004.939906
45-54,Female,NHW,Food_price,USD,-433923319.096857,-464027609.907214,-448599004.939906
45-54,Female,NHW,FL,mrh-eq,-433923319.096857,-464027609.907214,-448599004.939906
45-54,Female,NHB,CED,MJ,-76093486.9952675,-80651968.6477933,-76451027.0232286
45-54,Female,NHB,Food_price,USD,-76093486.9952675,-80651968.6477933,-76451027.0232286
45-54,Female,NHB,FL,mrh-eq,-76093486.9952675,-80651968.6477933,-76451027.0232286
45-54,Female,HIS,CED,MJ,-73430308.2482481,-72980014.5847435,-74214166.8375392
45-54,Female,HIS,Food_price,USD,-73430308.2482481,-72980014.5847435,-74214166.8375392
45-54,Female,HIS,FL,mrh-eq,-73430308.2482481,-72980014.5847435,-74214166.8375392
45-54,Female,OTH,CED,MJ,-45711025.9002908,-54608188.2925833,-39086366.9472606
45-54,Female,OTH,Food_price,USD,-45711025.9002908,-54608188.2925833,-39086366.9472606
45-54,Female,OTH,FL,mrh-eq,-45711025.9002908,-54608188.2925833,-39086366.9472606
45-54,Male,NHW,CED,MJ,-307815863.1796,-294754180.049873,-303717102.717351
45-54,Male,NHW,Food_price,USD,-307815863.1796,-294754180.049873,-303717102.717351
45-54,Male,NHW,FL,mrh-eq,-307815863.1796,-294754180.049873,-303717102.717351
45-54,Male,NHB,CED,MJ,-57904308.6514273,-71119943.8266496,-63489083.827742
45-54,Male,NHB,Food_price,USD,-57904308.6514273,-71119943.8266496,-63489083.827742
45-54,Male,NHB,FL,mrh-eq,-57904308.6514273,-71119943.8266496,-63489083.827742
45-54,Male,HIS,CED,MJ,-59189796.4688741,-61912330.3666129,-53680748.389829
45-54,Male,HIS,Food_price,USD,-59189796.4688741,-61912330.3666129,-53680748.389829
45-54,Male,HIS,FL,mrh-eq,-59189796.4688741,-61912330.3666129,-53680748.389829
45-54,Male,OTH,CED,MJ,-59352669.6120277,-53505476.8280983,-46819834.4794087
45-54,Male,OTH,Food_price,USD,-59352669.6120277,-53505476.8280983,-46819834.4794087
45-54,Male,OTH,FL,mrh-eq,-59352669.6120277,-53505476.8280983,-46819834.4794087
55-64,Female,NHW,CED,MJ,-555065646.038322,-585238304.232008,-546525637.711964
55-64,Female,NHW,Food_price,USD,-555065646.038322,-585238304.232008,-546525637.711964
55-64,Female,NHW,FL,mrh-eq,-555065646.038322,-585238304.232008,-546525637.711964
55-64,Female,NHB,CED,MJ,-107078302.205556,-114952131.858428,-104137888.246519
55-64,Female,NHB,Food_price,USD,-107078302.205556,-114952131.858428,-104137888.246519
55-64,Female,NHB,FL,mrh-eq,-107078302.205556,-114952131.858428,-104137888.246519
55-64,Female,HIS,CED,MJ,-79123119.3763878,-81497378.2050156,-78344084.2400413
55-64,Female,HIS,Food_price,USD,-79123119.3763878,-81497378.2050156,-78344084.2400413
55-64,Female,HIS,FL,mrh-eq,-79123119.3763878,-81497378.2050156,-78344084.2400413
55-64,Female,OTH,CED,MJ,-75744075.579777,-65063654.2559203,-85160567.5255274
55-64,Female,OTH,Food_price,USD,-75744075.579777,-65063654.2559203,-85160567.5255274
55-64,Female,OTH,FL,mrh-eq,-75744075.579777,-65063654.2559203,-85160567.5255274
55-64,Male,NHW,CED,MJ,-432483154.574291,-484457456.176768,-441203487.620762
55-64,Male,NHW,Food_price,USD,-432483154.574291,-484457456.176768,-441203487.620762
55-64,Male,NHW,FL,mrh-eq,-432483154.574291,-484457456.176768,-441203487.620762
55-64,Male,NHB,CED,MJ,-56919816.056154,-57685678.939561,-53555631.8159031
55-64,Male,NHB,Food_price,USD,-56919816.056154,-57685678.939561,-53555631.8159031
55-64,Male,NHB,FL,mrh-eq,-56919816.056154,-57685678.939561,-53555631.8159031
55-64,Male,HIS,CED,MJ,-44446055.2943843,-53482879.0803199,-56581533.0162352
55-64,Male,HIS,Food_price,USD,-44446055.2943843,-53482879.0803199,-56581533.0162352
55-64,Male,HIS,FL,mrh-eq,-44446055.2943843,-53482879.0803199,-56581533.0162352
55-64,Male,OTH,CED,MJ,-43946715.9890434,-41745777.527025,-34983595.8778139
55-64,Male,OTH,Food_price,USD,-43946715.9890434,-41745777.527025,-34983595.8778139
55-64,Male,OTH,FL,mrh-eq,-43946715.9890434,-41745777.527025,-34983595.8778139
65-74,Female,NHW,CED,MJ,-438761987.280653,-384855598.486547,-397786522.770498
65-74,Female,NHW,Food_price,USD,-438761987.280653,-384855598.486547,-397786522.770498
65-74,Female,NHW,FL,mrh-eq,-438761987.280653,-384855598.486547,-397786522.770498
65-74,Female,NHB,CED,MJ,-52225595.9661298,-53418339.9472569,-57071120.8170696
65-74,Female,NHB,Food_price,USD,-52225595.9661298,-53418339.9472569,-57071120.8170696
65-74,Female,NHB,FL,mrh-eq,-52225595.9661298,-53418339.9472569,-57071120.8170696
65-74,Female,HIS,CED,MJ,-36685234.8619682,-42892102.5822231,-37320101.8217088
65-74,Female,HIS,Food_price,USD,-36685234.8619682,-42892102.5822231,-37320101.8217088
65-74,Female,HIS,FL,mrh-eq,-36685234.8619682,-42892102.5822231,-37320101.8217088
65-74,Female,OTH,CED,MJ,-23679147.4913403,-30021479.1599596,-28876799.8738863
65-74,Female,OTH,Food_price,USD,-23679147.4913403,-30021479.1599596,-28876799.8738863
65-74,Female,OTH,FL,mrh-eq,-23679147.4913403,-30021479.1599596,-28876799.8738863
65-74,Male,NHW,CED,MJ,-307925308.063386,-297872989.322848,-301119106.759295
65-74,Male,NHW,Food_price,USD,-307925308.063386,-297872989.322848,-301119106.759295
65-74,Male,NHW,FL,mrh-eq,-307925308.063386,-297872989.322848,-301119106.759295
65-74,Male,NHB,CED,MJ,-30386594.9638475,-30401939.5387026,-31276735.2889332
65-74,Male,NHB,Food_price,USD,-30386594.9638475,-30401939.5387026,-31276735.2889332
65-74,Male,NHB,FL,mrh-eq,-30386594.9638475,-30401939.5387026,-31276735.2889332
65-74,Male,HIS,CED,MJ,-18049887.9411007,-16818712.9410076,-23383558.8934095
65-74,Male,HIS,Food_price,USD,-18049887.9411007,-16818712.9410076,-23383558.8934095
65-74,Male,HIS,FL,mrh-eq,-18049887.9411007,-16818712.9410076,-23383558.8934095
65-74,Male,OTH,CED,MJ,-19179818.3494375,-17124080.6811835,-18300742.3896854
65-74,Male,OTH,Food_price,USD,-19179818.3494375,-17124080.6811835,-18300742.3896854
65-74,Male,OTH,FL,mrh-eq,-19179818.3494375,-17124080.6811835,-18300742.3896854
75+,Female,NHW,CED,MJ,-314912759.527416,-316171131.369748,-314404627.757465
75+,Female,NHW,Food_price,USD,-314912759.527416,-316171131.369748,-314404627.757465
75+,Female,NHW,FL,mrh-eq,-314912759.527416,-316171131.369748,-314404627.757465
75+,Female,NHB,CED,MJ,-48100405.4866959,-48750560.2190483,-35221627.1889482
75+,Female,NHB,Food_price,USD,-48100405.4866959,-48750560.2190483,-35221627.1889482
75+,Female,NHB,FL,mrh-eq,-48100405.4866959,-48750560.2190483,-35221627.1889482
75+,Female,HIS,CED,MJ,-19311082.4277886,-19733878.3854757,-23110500.9382164
75+,Female,HIS,Food_price,USD,-19311082.4277886,-19733878.3854757,-23110500.9382164
75+,Female,HIS,FL,mrh-eq,-19311082.4277886,-19733878.3854757,-23110500.9382164
75+,Female,OTH,CED,MJ,-15283000.6157212,-11902546.7677642,-13983209.2793528
75+,Female,OTH,Food_price,USD,-15283000.6157212,-11902546.7677642,-13983209.2793528
75+,Female,OTH,FL,mrh-eq,-15283000.6157212,-11902546.7677642,-13983209.2793528
75+,Male,NHW,CED,MJ,-203119843.315463,-201331242.762709,-204961106.061166
75+,Male,NHW,Food_price,USD,-203119843.315463,-201331242.762709,-204961106.061166
75+,Male,NHW,FL,mrh-eq,-203119843.315463,-201331242.762709,-204961106.061166
75+,Male,NHB,CED,MJ,-17789982.9297014,-18381131.4625657,-15709458.6765788
75+,Male,NHB,Food_price,USD,-17789982.9297014,-18381131.4625657,-15709458.6765788
75+,Male,NHB,FL,mrh-eq,-17789982.9297014,-18381131.4625657,-15709458.6765788
75+,Male,HIS,CED,MJ,-14862919.5478825,-12087352.8831704,-15145354.8565882
75+,Male,HIS,Food_price,USD,-14862919.5478825,-12087352.8831704,-15145354.8565882
75+,Male,HIS,FL,mrh-eq,-14862919.5478825,-12087352.8831704,-15145354.8565882
75+,Male,OTH,CED,MJ,-10953841.8583881,-10904740.1262517,-11143157.9681102
75+,Male,OTH,Food_price,USD,-10953841.8583881,-10904740.1262517,-11143157.9681102
75+,Male,OTH,FL,mrh-eq,-10953841.8583881,-10904740.1262517,-11143157.9681102
