Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-49534775.834521,-51749492.461639,-50644523.4768632
added_sugar,Food_price,USD,-84507911.8048091,-87942432.3144325,-86443443.4765845
added_sugar,FL,mrh-eq,-2268718.45995466,-2371649.97180405,-2321644.88588023
oil,CED,MJ,-2014335.1625233,-1139318.70966488,-1425624.78749928
oil,Food_price,USD,-1681959.06457981,-1025939.98858144,-1044456.02860654
oil,FL,mrh-eq,-102898.540900385,-57417.6692050826,-71540.0845795412
sat_fat,CED,MJ,-151118571.000662,-154164387.170799,-153128265.266193
sat_fat,Food_price,USD,-17146082.4675566,-17497809.8781348,-17446597.2604935
sat_fat,FL,mrh-eq,-4084519.89522689,-4165902.24776364,-4138127.56001319
