age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,3179910.97438236,3179910.97438236,3179910.97438236
20-34,Female,added_sugar,Food_price,USD,6213514.09556149,6213514.09556149,6213514.09556149
20-34,Female,added_sugar,FL,mrh-eq,141384.230177922,141384.230177922,141384.230177922
20-34,Female,oil,CED,MJ,1666881.72846342,1666881.72846342,1666881.72846342
20-34,Female,oil,Food_price,USD,1186263.40052889,1186263.40052889,1186263.40052889
20-34,Female,oil,FL,mrh-eq,87478.9885803136,87478.9885803136,87478.9885803136
20-34,Female,sat_fat,CED,MJ,6738457.72477424,6738457.72477424,6738457.72477424
20-34,Female,sat_fat,Food_price,USD,841567.53467569,841567.53467569,841567.53467569
20-34,Female,sat_fat,FL,mrh-eq,177990.60708877,177990.60708877,177990.60708877
20-34,Male,added_sugar,CED,MJ,3408438.37443437,3408438.37443437,3408438.37443437
20-34,Male,added_sugar,Food_price,USD,6451791.80838443,6451791.80838443,6451791.80838443
20-34,Male,added_sugar,FL,mrh-eq,136582.541459395,136582.541459395,136582.541459395
20-34,Male,oil,CED,MJ,1685008.66989917,1685008.66989917,1685008.66989917
20-34,Male,oil,Food_price,USD,1065464.16312795,1065464.16312795,1065464.16312795
20-34,Male,oil,FL,mrh-eq,86689.853882903,86689.853882903,86689.853882903
20-34,Male,sat_fat,CED,MJ,7434139.27839142,7434139.27839142,7434139.27839142
20-34,Male,sat_fat,Food_price,USD,848214.306741602,848214.306741602,848214.306741602
20-34,Male,sat_fat,FL,mrh-eq,202625.800156724,202625.800156724,202625.800156724
35-44,Female,added_sugar,CED,MJ,1995919.50838286,1995919.50838286,1995919.50838286
35-44,Female,added_sugar,Food_price,USD,3356082.08295207,3356082.08295207,3356082.08295207
35-44,Female,added_sugar,FL,mrh-eq,94449.8096293812,94449.8096293812,94449.8096293812
35-44,Female,oil,CED,MJ,1051691.4306764,1051691.4306764,1051691.4306764
35-44,Female,oil,Food_price,USD,548406.256413496,548406.256413496,548406.256413496
35-44,Female,oil,FL,mrh-eq,52579.2649545789,52579.2649545789,52579.2649545789
35-44,Female,sat_fat,CED,MJ,4324050.22225295,4324050.22225295,4324050.22225295
35-44,Female,sat_fat,Food_price,USD,503002.322806243,503002.322806243,503002.322806243
35-44,Female,sat_fat,FL,mrh-eq,115092.626864679,115092.626864679,115092.626864679
35-44,Male,added_sugar,CED,MJ,1921048.48005327,1921048.48005327,1921048.48005327
35-44,Male,added_sugar,Food_price,USD,3492798.10672636,3492798.10672636,3492798.10672636
35-44,Male,added_sugar,FL,mrh-eq,82937.3671134452,82937.3671134452,82937.3671134452
35-44,Male,oil,CED,MJ,976414.906935889,976414.906935889,976414.906935889
35-44,Male,oil,Food_price,USD,606083.968934788,606083.968934788,606083.968934788
35-44,Male,oil,FL,mrh-eq,48497.6338476168,48497.6338476168,48497.6338476168
35-44,Male,sat_fat,CED,MJ,4525138.19259437,4525138.19259437,4525138.19259437
35-44,Male,sat_fat,Food_price,USD,473735.15873382,473735.15873382,473735.15873382
35-44,Male,sat_fat,FL,mrh-eq,125416.601606333,125416.601606333,125416.601606333
45-54,Female,added_sugar,CED,MJ,1917993.88618796,1917993.88618796,1917993.88618796
45-54,Female,added_sugar,Food_price,USD,3090406.22513712,3090406.22513712,3090406.22513712
45-54,Female,added_sugar,FL,mrh-eq,86401.1690314903,86401.1690314903,86401.1690314903
45-54,Female,oil,CED,MJ,1005622.47032572,1005622.47032572,1005622.47032572
45-54,Female,oil,Food_price,USD,758257.555783465,758257.555783465,758257.555783465
45-54,Female,oil,FL,mrh-eq,54248.7897967662,54248.7897967662,54248.7897967662
45-54,Female,sat_fat,CED,MJ,4133665.32812319,4133665.32812319,4133665.32812319
45-54,Female,sat_fat,Food_price,USD,486340.770659276,486340.770659276,486340.770659276
45-54,Female,sat_fat,FL,mrh-eq,110106.616681061,110106.616681061,110106.616681061
45-54,Male,added_sugar,CED,MJ,1820039.71843399,1820039.71843399,1820039.71843399
45-54,Male,added_sugar,Food_price,USD,2988617.67132786,2988617.67132786,2988617.67132786
45-54,Male,added_sugar,FL,mrh-eq,83208.8601278682,83208.8601278682,83208.8601278682
45-54,Male,oil,CED,MJ,942192.486932385,942192.486932385,942192.486932385
45-54,Male,oil,Food_price,USD,622427.580705308,622427.580705308,622427.580705308
45-54,Male,oil,FL,mrh-eq,48576.1849908938,48576.1849908938,48576.1849908938
45-54,Male,sat_fat,CED,MJ,4325752.51394105,4325752.51394105,4325752.51394105
45-54,Male,sat_fat,Food_price,USD,485991.218754718,485991.218754718,485991.218754718
45-54,Male,sat_fat,FL,mrh-eq,119639.208417865,119639.208417865,119639.208417865
55-64,Female,added_sugar,CED,MJ,2386291.84860908,2386291.84860908,2386291.84860908
55-64,Female,added_sugar,Food_price,USD,4125866.04959484,4125866.04959484,4125866.04959484
55-64,Female,added_sugar,FL,mrh-eq,113938.105421505,113938.105421505,113938.105421505
55-64,Female,oil,CED,MJ,1249616.76804881,1249616.76804881,1249616.76804881
55-64,Female,oil,Food_price,USD,1040233.34541017,1040233.34541017,1040233.34541017
55-64,Female,oil,FL,mrh-eq,64928.3594008656,64928.3594008656,64928.3594008656
55-64,Female,sat_fat,CED,MJ,5274322.05408348,5274322.05408348,5274322.05408348
55-64,Female,sat_fat,Food_price,USD,570863.491243871,570863.491243871,570863.491243871
