sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,220617069.352887,224329620.439218,223376272.688984
Female,NHW,Food_price,USD,124549043.841643,126133648.201327,124460945.831789
Female,NHW,FL,mrh-eq,7550984.66760742,7647503.69923533,7615110.24473491
Female,NHB,CED,MJ,40454268.5850836,40555758.3570285,40049710.926016
Female,NHB,Food_price,USD,24714435.4770898,24599375.4290519,24459970.1563383
Female,NHB,FL,mrh-eq,1378887.73612824,1384414.77280726,1362329.4440195
Female,HIS,CED,MJ,48873953.4396852,49784607.8665551,49790565.3492593
Female,HIS,Food_price,USD,25176552.987893,25834185.5280008,26366405.7868335
Female,HIS,FL,mrh-eq,1687094.50362044,1721374.23444882,1725431.73656226
Female,OTH,CED,MJ,31289380.1540631,31641583.5799623,31490445.068011
Female,OTH,Food_price,USD,18019442.1362184,18089963.3575465,18135411.0605992
Female,OTH,FL,mrh-eq,1092359.01121843,1101509.76953468,1100083.66198092
Male,NHW,CED,MJ,196223847.27394,197550387.264756,197562568.154572
Male,NHW,Food_price,USD,103430299.436948,105928485.314845,104919214.720666
Male,NHW,FL,mrh-eq,6626357.42796989,6688427.41921489,6674519.9205589
Male,NHB,CED,MJ,31918733.3411444,32103407.2540626,31771308.0148725
Male,NHB,Food_price,USD,16456010.688328,16933128.8710589,16788568.0635725
Male,NHB,FL,mrh-eq,1059365.28100467,1068997.8789936,1057376.77729785
Male,HIS,CED,MJ,46365699.7792159,46484059.6471077,46442087.1142774
Male,HIS,Food_price,USD,23533330.634754,23188793.1892776,23582412.7139396
Male,HIS,FL,mrh-eq,1549308.88061365,1549926.7756212,1556997.96038525
Male,OTH,CED,MJ,29197265.633682,28705290.9955995,27999565.7907873
Male,OTH,Food_price,USD,13911044.2593232,13924172.7578451,13615411.1969473
Male,OTH,FL,mrh-eq,1020927.30069005,1008686.97160104,984314.410819565
