race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,14643316.9238058,14643316.9238058,14643316.9238058
NHW,added_sugar,Food_price,USD,26028671.2919052,26028671.2919052,26028671.2919052
NHW,added_sugar,FL,mrh-eq,678322.566429362,678322.566429362,678322.566429362
NHW,oil,CED,MJ,7541196.27118418,7541196.27118418,7541196.27118418
NHW,oil,Food_price,USD,5779968.17898676,5779968.17898676,5779968.17898676
NHW,oil,FL,mrh-eq,384032.769866686,384032.769866686,384032.769866686
NHW,sat_fat,CED,MJ,33214925.9305678,33214925.9305678,33214925.9305678
NHW,sat_fat,Food_price,USD,3687539.94672897,3687539.94672897,3687539.94672897
NHW,sat_fat,FL,mrh-eq,899957.223743047,899957.223743047,899957.223743047
NHB,added_sugar,CED,MJ,2746981.29981908,2746981.29981908,2746981.29981908
NHB,added_sugar,Food_price,USD,4497293.14578611,4497293.14578611,4497293.14578611
NHB,added_sugar,FL,mrh-eq,115604.003294794,115604.003294794,115604.003294794
NHB,oil,CED,MJ,1384656.12063189,1384656.12063189,1384656.12063189
NHB,oil,Food_price,USD,687470.279869253,687470.279869253,687470.279869253
NHB,oil,FL,mrh-eq,68365.4814711911,68365.4814711911,68365.4814711911
NHB,sat_fat,CED,MJ,5742468.42592129,5742468.42592129,5742468.42592129
NHB,sat_fat,Food_price,USD,637890.815075664,637890.815075664,637890.815075664
NHB,sat_fat,FL,mrh-eq,153695.603723582,153695.603723582,153695.603723582
HIS,added_sugar,CED,MJ,3706763.34264974,3706763.34264974,3706763.34264974
HIS,added_sugar,Food_price,USD,5759326.09969209,5759326.09969209,5759326.09969209
HIS,added_sugar,FL,mrh-eq,165863.045313096,165863.045313096,165863.045313096
HIS,oil,CED,MJ,1897320.37671092,1897320.37671092,1897320.37671092
HIS,oil,Food_price,USD,1297643.48522295,1297643.48522295,1297643.48522295
HIS,oil,FL,mrh-eq,96159.9161984165,96159.9161984165,96159.9161984165
HIS,sat_fat,CED,MJ,8507003.49108387,8507003.49108387,8507003.49108387
HIS,sat_fat,Food_price,USD,980721.875604602,980721.875604602,980721.875604602
HIS,sat_fat,FL,mrh-eq,232692.847848023,232692.847848023,232692.847848023
OTH,added_sugar,CED,MJ,2422831.41998084,2422831.41998084,2422831.41998084
OTH,added_sugar,Food_price,USD,4000462.15164783,4000462.15164783,4000462.15164783
OTH,added_sugar,FL,mrh-eq,119282.573247579,119282.573247579,119282.573247579
OTH,oil,CED,MJ,1273543.002505,1273543.002505,1273543.002505
OTH,oil,Food_price,USD,882979.740288393,882979.740288393,882979.740288393
OTH,oil,FL,mrh-eq,67128.4224898845,67128.4224898845,67128.4224898845
OTH,sat_fat,CED,MJ,5307627.34743855,5307627.34743855,5307627.34743855
OTH,sat_fat,Food_price,USD,720933.164680556,720933.164680556,720933.164680556
OTH,sat_fat,FL,mrh-eq,142715.709059557,142715.709059557,142715.709059557
