age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-21518251.8989579,-21786418.6815926,-21953199.4184492
20-34,Female,NHW,Food_price,USD,-15042877.3970664,-13856144.0234726,-15036063.1892661
20-34,Female,NHW,FL,mrh-eq,-694281.663647579,-688461.551406949,-704578.712673118
20-34,Female,NHB,CED,MJ,-5812927.04399159,-5482977.0151692,-5642028.79149184
20-34,Female,NHB,Food_price,USD,-4038372.97499916,-3607788.65176494,-4142067.69994453
20-34,Female,NHB,FL,mrh-eq,-183221.050984392,-173556.277943509,-179762.677310304
20-34,Female,HIS,CED,MJ,-7118819.95689905,-7308632.84423088,-7570135.08068734
20-34,Female,HIS,Food_price,USD,-3930398.11675673,-4361086.64251903,-4513585.95404192
20-34,Female,HIS,FL,mrh-eq,-229536.15134471,-238672.917290347,-247157.410257623
20-34,Female,OTH,CED,MJ,-3515057.34815841,-3524124.55083248,-3708066.03882377
20-34,Female,OTH,Food_price,USD,-2283748.16588812,-2232896.65791631,-2492537.93892675
20-34,Female,OTH,FL,mrh-eq,-116812.910046586,-113233.65949297,-121632.223232091
20-34,Male,NHW,CED,MJ,-19861925.4356869,-18958694.9270833,-19317051.1768959
20-34,Male,NHW,Food_price,USD,-10002117.5113502,-9805572.0270609,-10213001.3185035
20-34,Male,NHW,FL,mrh-eq,-588762.577501243,-561589.872620953,-571436.600900163
20-34,Male,NHB,CED,MJ,-4428489.60106998,-4258658.53781097,-4315926.87363171
20-34,Male,NHB,Food_price,USD,-3000475.14512947,-3231424.86326742,-3126605.59967963
20-34,Male,NHB,FL,mrh-eq,-137140.162254964,-133936.379773866,-134433.228234249
20-34,Male,HIS,CED,MJ,-6517867.32310083,-6345120.48479649,-6441583.63516723
20-34,Male,HIS,Food_price,USD,-3979398.72355374,-3642493.75880833,-3852605.6055999
20-34,Male,HIS,FL,mrh-eq,-192071.444513566,-185753.144153616,-188542.254485444
20-34,Male,OTH,CED,MJ,-3268701.69291621,-3219545.60496167,-3094301.80407072
20-34,Male,OTH,Food_price,USD,-1750424.89724959,-1814257.97041264,-1735473.29702303
20-34,Male,OTH,FL,mrh-eq,-100617.283094676,-99984.5772307604,-94895.4344824336
35-44,Female,NHW,CED,MJ,-13281538.0338904,-14458040.5361753,-14758443.8488304
35-44,Female,NHW,Food_price,USD,-6982825.77734659,-7477452.46844686,-7287048.91172087
35-44,Female,NHW,FL,mrh-eq,-429598.219303041,-469201.728167507,-474134.811510393
35-44,Female,NHB,CED,MJ,-3389413.50811263,-3492855.70468558,-3441168.66539366
35-44,Female,NHB,Food_price,USD,-2390694.66251126,-2528895.41320211,-2545796.08535751
35-44,Female,NHB,FL,mrh-eq,-113445.39512623,-117324.950633512,-114609.214465061
35-44,Female,HIS,CED,MJ,-4082986.29953912,-4552853.30869494,-4456103.5293457
35-44,Female,HIS,Food_price,USD,-2315674.53915197,-2464797.87338799,-2653781.94795917
35-44,Female,HIS,FL,mrh-eq,-135969.802929028,-152620.855044985,-150818.872790675
35-44,Female,OTH,CED,MJ,-2921410.17745928,-3072851.23259557,-2654360.14792101
35-44,Female,OTH,Food_price,USD,-1495066.43654139,-1693972.35105392,-1565652.78828055
35-44,Female,OTH,FL,mrh-eq,-99111.4784748775,-106323.844156638,-94043.3871598927
35-44,Male,NHW,CED,MJ,-11675094.7229099,-12575951.8182237,-12251108.4484728
35-44,Male,NHW,Food_price,USD,-7257487.74932381,-7673471.54232299,-7695872.1469283
35-44,Male,NHW,FL,mrh-eq,-370335.478748656,-400240.422827428,-393530.077620595
35-44,Male,NHB,CED,MJ,-2475739.27639489,-2408385.03534931,-2531925.1796468
35-44,Male,NHB,Food_price,USD,-1616081.00288774,-1685504.10324268,-1816018.18284659
35-44,Male,NHB,FL,mrh-eq,-75271.4890918281,-74060.4219699713,-77782.7100334341
35-44,Male,HIS,CED,MJ,-4392850.01354189,-4513164.91601799,-4355484.81986519
35-44,Male,HIS,Food_price,USD,-2515891.64016164,-2283631.47173809,-2366340.29726994
35-44,Male,HIS,FL,mrh-eq,-138004.76667117,-137858.512185268,-137602.594271038
35-44,Male,OTH,CED,MJ,-1776823.26663755,-1498062.87109453,-1541870.97312692
35-44,Male,OTH,Food_price,USD,-874547.505657416,-732997.563872128,-762503.409166987
35-44,Male,OTH,FL,mrh-eq,-57485.1675598936,-48558.4220543767,-48125.7050550574
45-54,Female,NHW,CED,MJ,-16067743.3199431,-17339599.6143767,-16874070.7220012
45-54,Female,NHW,Food_price,USD,-8934819.13544711,-10967355.4502069,-9268278.78795578
45-54,Female,NHW,FL,mrh-eq,-524493.667503397,-572565.660385211,-548313.957932431
45-54,Female,NHB,CED,MJ,-2379486.81289868,-2494121.37462187,-2384811.36853408
45-54,Female,NHB,Food_price,USD,-1844863.25401717,-1885641.03714023,-1754438.40167708
45-54,Female,NHB,FL,mrh-eq,-79986.1384027006,-84077.8624786268,-79846.2562345221
45-54,Female,HIS,CED,MJ,-2762652.00028381,-2857227.87877472,-2806996.79711939
45-54,Female,HIS,Food_price,USD,-1659668.56058779,-1646582.92212476,-1783882.9870762
45-54,Female,HIS,FL,mrh-eq,-91805.0615466336,-93795.3633690472,-94692.0533540634
45-54,Female,OTH,CED,MJ,-1686239.95230261,-1972212.76563255,-1610869.08926195
45-54,Female,OTH,Food_price,USD,-917504.34433416,-1030349.630123,-684357.464024064
45-54,Female,OTH,FL,mrh-eq,-55189.8148805485,-64972.3635158619,-48042.3273911717
45-54,Male,NHW,CED,MJ,-12692237.1889877,-12416294.3399412,-12705306.1834158
45-54,Male,NHW,Food_price,USD,-7179216.69444914,-7340215.35535835,-7013985.45680746
45-54,Male,NHW,FL,mrh-eq,-412435.589701898,-402720.760578216,-408074.922549135
45-54,Male,NHB,CED,MJ,-2219536.24390496,-2653654.04707148,-2239000.85958169
45-54,Male,NHB,Food_price,USD,-1135561.96650456,-1459128.29301057,-1287432.30212802
45-54,Male,NHB,FL,mrh-eq,-72023.9452394798,-87524.6192197852,-74768.3278870904
45-54,Male,HIS,CED,MJ,-2883275.19420633,-2954451.87991354,-2695395.8252424
45-54,Male,HIS,Food_price,USD,-1467964.28667274,-1443189.37682513,-1361267.56760229
45-54,Male,HIS,FL,mrh-eq,-94632.5747156038,-95215.0304159892,-87468.2475065297
45-54,Male,OTH,CED,MJ,-2355914.36749987,-2208457.01103967,-2097738.66007118
45-54,Male,OTH,Food_price,USD,-906570.820749125,-867258.003772553,-671131.855320963
45-54,Male,OTH,FL,mrh-eq,-76209.6935008484,-70990.4086412072,-64862.900203684
55-64,Female,NHW,CED,MJ,-21093549.5054991,-22900981.4130619,-21788863.4398349
55-64,Female,NHW,Food_price,USD,-11114548.11466,-12499435.0481088,-11631551.6856844
55-64,Female,NHW,FL,mrh-eq,-690932.720584769,-749593.734523421,-711497.16296198
55-64,Female,NHB,CED,MJ,-3439486.88843106,-3549933.0354576,-3339912.41825499
55-64,Female,NHB,Food_price,USD,-2695825.54218242,-2782553.99881235,-2507438.76065365
55-64,Female,NHB,FL,mrh-eq,-119916.996176197,-124476.99946304,-115534.579010426
55-64,Female,HIS,CED,MJ,-3176552.5560083,-3170897.14206585,-3126235.95808062
55-64,Female,HIS,Food_price,USD,-1546900.32844957,-1522204.99697895,-1599639.45719446
55-64,Female,HIS,FL,mrh-eq,-105006.02796157,-105784.233603816,-104775.274181431
55-64,Female,OTH,CED,MJ,-2554292.29865722,-2380906.23954536,-2769081.40882565
55-64,Female,OTH,Food_price,USD,-1600883.56495016,-1349608.07566395,-1614333.6423032
55-64,Female,OTH,FL,mrh-eq,-81911.0707895479,-74258.2918471747,-91545.6414569882
55-64,Male,NHW,CED,MJ,-17268242.8644305,-18727053.9237215,-18308534.9693217
55-64,Male,NHW,Food_price,USD,-8515339.62473618,-9752726.37698584,-8605255.46503938
55-64,Male,NHW,FL,mrh-eq,-568795.684645419,-625596.781271278,-596057.185695023
55-64,Male,NHB,CED,MJ,-2156531.70585261,-2172328.25543092,-2077493.39783351
55-64,Male,NHB,Food_price,USD,-1086012.2366802,-1076952.77857702,-1029475.82614204
55-64,Male,NHB,FL,mrh-eq,-68689.9422330651,-69417.3247295092,-65752.2081170746
55-64,Male,HIS,CED,MJ,-2114493.80489272,-2401289.63806994,-2405173.03075373
55-64,Male,HIS,Food_price,USD,-695433.067586155,-976391.272584637,-1002120.07436265
55-64,Male,HIS,FL,mrh-eq,-66676.8461345727,-78880.8051047862,-79531.0724201498
55-64,Male,OTH,CED,MJ,-1706494.38848241,-1687776.27645002,-1172249.54028188
55-64,Male,OTH,Food_price,USD,-515121.892272467,-669124.148503471,-548272.347030443
55-64,Male,OTH,FL,mrh-eq,-55414.3685058933,-58846.5321859494,-44381.8719589444
65-74,Female,NHW,CED,MJ,-15961697.8738805,-14931876.6551372,-15345078.4780006
65-74,Female,NHW,Food_price,USD,-8661565.78514606,-7965900.15644901,-7698180.68608286
65-74,Female,NHW,FL,mrh-eq,-530459.752707822,-489603.671673843,-497845.232410744
65-74,Female,NHB,CED,MJ,-1723244.43025485,-1806885.44880679,-1840225.38130854
65-74,Female,NHB,Food_price,USD,-1019548.35944931,-1072279.63611566,-1105187.31774485
