sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-111916678.116509,-115628578.50411,-114522438.378882
Female,Food_price,USD,-60163894.8235677,-61532426.9914051,-60742043.1069909
Female,FL,mrh-eq,-3626501.4336305,-3728535.28852803,-3694920.20327845
Male,CED,MJ,-90751003.8811973,-91424619.8379927,-90675975.1516729
Male,Food_price,USD,-43172058.5133778,-44933755.1897438,-44192453.6586936
Male,FL,mrh-eq,-2829635.46245143,-2866434.60024474,-2836392.32719451
