sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,52933427.8509301,53945280.2028686,53589856.542322
Female,NHW,Food_price,USD,36517203.9461904,37163495.3616884,36576800.4546806
Female,NHW,FL,mrh-eq,1863206.45505329,1893297.14591848,1879547.2260901
Female,NHB,CED,MJ,10129190.0734088,10145766.0482207,10011618.7627139
Female,NHB,Food_price,USD,7493430.80729102,7438049.77926453,7400338.67549006
Female,NHB,FL,mrh-eq,351256.916549938,352239.399820777,346190.077635614
Female,HIS,CED,MJ,12001465.8204006,12243385.0213481,12265532.4722388
Female,HIS,Food_price,USD,7326847.37123228,7524396.51492561,7708407.90017355
Female,HIS,FL,mrh-eq,423728.71717134,433076.430531362,434964.873270394
Female,OTH,CED,MJ,7388692.198101,7483342.99384665,7452330.40374368
Female,OTH,Food_price,USD,5158393.32407654,5199099.69815716,5195438.52773891
Female,OTH,FL,mrh-eq,264756.837655301,267778.65271328,267457.148508858
Male,NHW,CED,MJ,49409277.4367005,49910503.6933091,49853606.587162
Male,NHW,Food_price,USD,30695847.228021,31511150.4608593,31203638.8173421
Male,NHW,FL,mrh-eq,1688421.32162616,1711617.66060539,1705671.04399323
Male,NHB,CED,MJ,8210894.73543172,8281619.26046915,8201822.97697962
Male,NHB,Food_price,USD,5125122.97823983,5298324.21955798,5249312.70919167
Male,NHB,FL,mrh-eq,274115.572391591,277410.892779041,274687.781581448
Male,HIS,CED,MJ,11922585.5563164,11918708.4250705,11927209.1114261
Male,HIS,Food_price,USD,7098468.71545693,6966719.29224069,7100681.25447255
Male,HIS,FL,mrh-eq,400314.701995316,399219.068671403,401729.585161411
Male,OTH,CED,MJ,7292037.32134182,7187946.84768923,6997168.15027343
Male,OTH,Food_price,USD,4016837.31037061,4042280.69673778,3937169.9815384
Male,OTH,FL,mrh-eq,258232.036514325,256117.027830715,249488.535831534
