outcome,outcome_unit,X1,X2,X3
CED,MJ,-7006243889.47601,-7098111841.06507,-7041922137.67889
Food_price,USD,-7006243889.47601,-7098111841.06507,-7041922137.67889
FL,mrh-eq,-7006243889.47601,-7098111841.06507,-7041922137.67889
