age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,11585250.42762,11585250.42762,11585250.42762
20-34,Female,Food_price,USD,8241345.03076608,8241345.03076608,8241345.03076608
20-34,Female,FL,mrh-eq,406853.825847006,406853.825847006,406853.825847006
20-34,Male,CED,MJ,12527586.322725,12527586.322725,12527586.322725
20-34,Male,Food_price,USD,8365470.27825399,8365470.27825399,8365470.27825399
20-34,Male,FL,mrh-eq,425898.195499022,425898.195499022,425898.195499022
35-44,Female,CED,MJ,7371661.1613122,7371661.1613122,7371661.1613122
35-44,Female,Food_price,USD,4407490.66217181,4407490.66217181,4407490.66217181
35-44,Female,FL,mrh-eq,262121.701448639,262121.701448639,262121.701448639
35-44,Male,CED,MJ,7422601.57958354,7422601.57958354,7422601.57958354
35-44,Male,Food_price,USD,4572617.23439497,4572617.23439497,4572617.23439497
35-44,Male,FL,mrh-eq,256851.602567395,256851.602567395,256851.602567395
45-54,Female,CED,MJ,7057281.68463687,7057281.68463687,7057281.68463687
45-54,Female,Food_price,USD,4335004.55157986,4335004.55157986,4335004.55157986
45-54,Female,FL,mrh-eq,250756.575509318,250756.575509318,250756.575509318
45-54,Male,CED,MJ,7087984.71930742,7087984.71930742,7087984.71930742
45-54,Male,Food_price,USD,4097036.47078789,4097036.47078789,4097036.47078789
45-54,Male,FL,mrh-eq,251424.253536627,251424.253536627,251424.253536627
55-64,Female,CED,MJ,8910230.67074137,8910230.67074137,8910230.67074137
55-64,Female,Food_price,USD,5736962.88624889,5736962.88624889,5736962.88624889
55-64,Female,FL,mrh-eq,320102.755182167,320102.755182167,320102.755182167
55-64,Male,CED,MJ,8617842.8040294,8617842.8040294,8617842.8040294
55-64,Male,Food_price,USD,4590507.37381729,4590507.37381729,4590507.37381729
55-64,Male,FL,mrh-eq,307289.789207854,307289.789207854,307289.789207854
65-74,Female,CED,MJ,5593715.71261399,5593715.71261399,5593715.71261399
65-74,Female,Food_price,USD,3536627.92722688,3536627.92722688,3536627.92722688
65-74,Female,FL,mrh-eq,200274.766613838,200274.766613838,200274.766613838
65-74,Male,CED,MJ,5072465.8271463,5072465.8271463,5072465.8271463
65-74,Male,Food_price,USD,2802394.69945584,2802394.69945584,2802394.69945584
65-74,Male,FL,mrh-eq,181325.107839254,181325.107839254,181325.107839254
75+,Female,CED,MJ,4016704.46138775,4016704.46138775,4016704.46138775
75+,Female,Food_price,USD,2513031.38963145,2513031.38963145,2513031.38963145
75+,Female,FL,mrh-eq,148829.952328538,148829.952328538,148829.952328538
75+,Male,CED,MJ,3125308.58119506,3125308.58119506,3125308.58119506
75+,Male,Food_price,USD,1762411.67115346,1762411.67115346,1762411.67115346
75+,Male,FL,mrh-eq,112091.637105561,112091.637105561,112091.637105561
