Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,95781130.1978195,97995846.8249375,96890877.8401616
added_sugar,Food_price,USD,163700901.832645,167135422.342268,165636433.50442
added_sugar,FL,mrh-eq,4391193.88647986,4494125.39832925,4444120.31240543
oil,CED,MJ,63241118.4170554,62366101.964197,62652408.0420314
oil,Food_price,USD,45440988.1172478,44784969.0412495,44803485.0812746
oil,FL,mrh-eq,3218676.42361615,3173195.55192085,3187317.9672953
sat_fat,CED,MJ,326630397.952196,329676214.122333,328640092.217726
sat_fat,Food_price,USD,37216117.8314254,37567845.2420036,37516632.6243622
sat_fat,FL,mrh-eq,8831381.93979951,8912764.29233627,8884989.60458582
