age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,56803027.4828066,56803027.4828066,56803027.4828066
20-34,NHW,Food_price,USD,34138328.1134082,34138328.1134082,34138328.1134082
20-34,NHW,FL,mrh-eq,1985171.67481159,1985171.67481159,1985171.67481159
20-34,NHB,CED,MJ,12845330.565705,12845330.565705,12845330.565705
20-34,NHB,Food_price,USD,6919520.89360513,6919520.89360513,6919520.89360513
20-34,NHB,FL,mrh-eq,436735.546334758,436735.546334758,436735.546334758
20-34,HIS,CED,MJ,20628665.9891607,20628665.9891607,20628665.9891607
20-34,HIS,Food_price,USD,10534766.9152921,10534766.9152921,10534766.9152921
20-34,HIS,FL,mrh-eq,714300.689944915,714300.689944915,714300.689944915
20-34,OTH,CED,MJ,11388293.8444371,11388293.8444371,11388293.8444371
20-34,OTH,Food_price,USD,6927532.37302567,6927532.37302567,6927532.37302567
20-34,OTH,FL,mrh-eq,402377.440130489,402377.440130489,402377.440130489
35-44,NHW,CED,MJ,32970529.0173553,32970529.0173553,32970529.0173553
35-44,NHW,Food_price,USD,17153541.6365721,17153541.6365721,17153541.6365721
35-44,NHW,FL,mrh-eq,1136679.85600743,1136679.85600743,1136679.85600743
35-44,NHB,CED,MJ,7679690.786529,7679690.786529,7679690.786529
35-44,NHB,Food_price,USD,3387404.09248993,3387404.09248993,3387404.09248993
35-44,NHB,FL,mrh-eq,263469.128614051,263469.128614051,263469.128614051
35-44,HIS,CED,MJ,13845253.6544268,13845253.6544268,13845253.6544268
35-44,HIS,Food_price,USD,7186738.94382212,7186738.94382212,7186738.94382212
35-44,HIS,FL,mrh-eq,491753.00739516,491753.00739516,491753.00739516
35-44,OTH,CED,MJ,7489004.28425892,7489004.28425892,7489004.28425892
35-44,OTH,Food_price,USD,3777362.17903065,3777362.17903065,3777362.17903065
35-44,OTH,FL,mrh-eq,280260.285530341,280260.285530341,280260.285530341
45-54,NHW,CED,MJ,36327878.4290309,36327878.4290309,36327878.4290309
45-54,NHW,Food_price,USD,19660136.5523007,19660136.5523007,19660136.5523007
45-54,NHW,FL,mrh-eq,1301114.22419382,1301114.22419382,1301114.22419382
45-54,NHB,CED,MJ,6738452.72878108,6738452.72878108,6738452.72878108
45-54,NHB,Food_price,USD,3307992.96752925,3307992.96752925,3307992.96752925
45-54,NHB,FL,mrh-eq,232297.668841197,232297.668841197,232297.668841197
45-54,HIS,CED,MJ,9347679.44310634,9347679.44310634,9347679.44310634
45-54,HIS,Food_price,USD,4404992.80808269,4404992.80808269,4404992.80808269
45-54,HIS,FL,mrh-eq,328709.181726265,328709.181726265,328709.181726265
