age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,13410221.967601,13281542.1939385,13805424.7185217
20-34,Female,added_sugar,Food_price,USD,26293283.628448,25621433.7696925,26888645.3406651
20-34,Female,added_sugar,FL,mrh-eq,594753.490925376,589069.270777878,612364.983784926
20-34,Female,oil,CED,MJ,9321539.34252698,9011069.53421136,9146849.83615807
20-34,Female,oil,Food_price,USD,6621058.10999372,6386597.03620048,6507568.61071923
20-34,Female,oil,FL,mrh-eq,489170.789332765,472789.039708236,479901.864976076
20-34,Female,sat_fat,CED,MJ,43796718.4280979,44349642.6942399,44203526.5239392
20-34,Female,sat_fat,Food_price,USD,5444542.83526819,5490267.38215577,5542684.42797113
20-34,Female,sat_fat,FL,mrh-eq,1155486.5671184,1169867.13698676,1166261.87839344
20-34,Male,added_sugar,CED,MJ,12439664.2116691,12400833.9960945,12407415.6918848
20-34,Male,added_sugar,Food_price,USD,23463381.453148,23386539.3291866,23621941.2279114
20-34,Male,added_sugar,FL,mrh-eq,497021.111690683,495835.920281912,495647.848790258
20-34,Male,oil,CED,MJ,7922051.23825407,7853747.73173646,7783938.53628133
20-34,Male,oil,Food_price,USD,4954370.26754503,4960119.44554097,4956579.16454216
20-34,Male,oil,FL,mrh-eq,407470.529375336,403968.844000076,400463.83840291
20-34,Male,sat_fat,CED,MJ,44105026.1692593,43222119.436237,43574410.4011067
20-34,Male,sat_fat,Food_price,USD,4997371.68032799,4898980.67209147,4961580.32229533
20-34,Male,sat_fat,FL,mrh-eq,1201960.88999697,1177991.57518753,1187570.47337812
35-44,Female,added_sugar,CED,MJ,8294707.87530521,8701979.35387205,8372343.85004257
35-44,Female,added_sugar,Food_price,USD,13885739.144665,14330488.2613385,14206964.4264682
35-44,Female,added_sugar,FL,mrh-eq,390729.503970491,409914.829222607,394455.294597508
35-44,Female,oil,CED,MJ,5830323.14025701,5974811.964347,6196359.16120919
35-44,Female,oil,Food_price,USD,2985887.34543176,3081356.32850465,3205838.34971436
35-44,Female,oil,FL,mrh-eq,290661.064173037,297996.06563265,308461.780037811
35-44,Female,sat_fat,CED,MJ,27812271.5064413,28677914.0639845,28652347.3269513
35-44,Female,sat_fat,Food_price,USD,3234894.07082583,3386893.69413254,3328360.44513878
35-44,Female,sat_fat,FL,mrh-eq,740082.82825119,763101.183150331,762290.407604728
35-44,Male,added_sugar,CED,MJ,7873166.61641081,7794862.63712986,7966286.34069146
35-44,Male,added_sugar,Food_price,USD,14232856.9851435,14154845.7006119,14419601.8116439
35-44,Male,added_sugar,FL,mrh-eq,338144.274064144,334338.170408336,341695.757128369
35-44,Male,oil,CED,MJ,4395980.37200623,4530557.07070816,4582709.41242367
35-44,Male,oil,Food_price,USD,2723185.48259189,2839028.48053391,2824803.82741677
35-44,Male,oil,FL,mrh-eq,218128.588984956,224445.98561287,226995.358045971
35-44,Male,sat_fat,CED,MJ,25429369.000327,25905161.3489899,25425072.4230715
35-44,Male,sat_fat,Food_price,USD,2662890.08986775,2730782.72200856,2641997.7680208
35-44,Male,sat_fat,FL,mrh-eq,704762.794024363,718160.903968092,704708.590020103
45-54,Female,added_sugar,CED,MJ,8404393.08457045,9237599.77407583,8470806.93606154
45-54,Female,added_sugar,Food_price,USD,13422278.6999853,14975471.1226213,13549397.4358392
45-54,Female,added_sugar,FL,mrh-eq,377273.52817529,414393.190114118,379705.122923872
45-54,Female,oil,CED,MJ,5493374.09221032,5335950.18777261,5423006.11595316
45-54,Female,oil,Food_price,USD,4203581.67302221,4043818.97159387,4099049.79463944
45-54,Female,oil,FL,mrh-eq,296404.679588149,287656.847392205,292566.847665592
45-54,Female,sat_fat,CED,MJ,26504650.0086471,27051905.4503792,27102150.0650958
45-54,Female,sat_fat,Food_price,USD,3128147.87221607,3145700.95315014,3181366.27785476
45-54,Female,sat_fat,FL,mrh-eq,706097.688786363,720526.47198507,721994.767429228
45-54,Male,added_sugar,CED,MJ,7355687.98880717,7405707.22873699,7051536.79060658
45-54,Male,added_sugar,Food_price,USD,12005743.6892669,12236095.7504638,11732715.3423628
45-54,Male,added_sugar,FL,mrh-eq,335782.660789788,337704.636639893,321502.336552726
45-54,Male,oil,CED,MJ,4575247.67445837,4514756.71627835,4585296.70695924
45-54,Male,oil,Food_price,USD,2972183.05631062,3028445.01859919,3023897.44453671
45-54,Male,oil,FL,mrh-eq,236300.683097902,232958.503144958,236748.547740343
45-54,Male,sat_fat,CED,MJ,24825254.957968,24881412.6892564,24852731.0711159
45-54,Male,sat_fat,Food_price,USD,2770626.30817231,2774212.82105224,2766445.54890036
