Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,48719251.8999933,49842497.8987828,49280700.83574
added_sugar,Food_price,USD,83286174.829644,85026837.4630478,84267182.6862241
added_sugar,FL,mrh-eq,2232863.99594119,2285058.7902228,2259618.1068676
oil,CED,MJ,12501088.7087077,12327334.0194189,12385310.2704225
oil,Food_price,USD,8985293.1573276,8854479.18121822,8859065.72382175
oil,FL,mrh-eq,636343.077780677,627309.09675033,630169.280801384
sat_fat,CED,MJ,98067230.3839299,98946720.5746203,98633133.9006971
sat_fat,Food_price,USD,11160683.693907,11262199.3791654,11245539.9105819
sat_fat,FL,mrh-eq,2654825.48523539,2678388.39189732,2669948.8844036
