age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,101665317.882109,101665317.882109,101665317.882109
20-34,Food_price,USD,58520148.2953311,58520148.2953311,58520148.2953311
20-34,FL,mrh-eq,3538585.35122176,3538585.35122176,3538585.35122176
35-44,CED,MJ,61984477.74257,61984477.74257,61984477.74257
35-44,Food_price,USD,31505046.8519148,31505046.8519148,31505046.8519148
35-44,FL,mrh-eq,2172162.27754699,2172162.27754699,2172162.27754699
45-54,CED,MJ,59509250.0633431,59509250.0633431,59509250.0633431
45-54,Food_price,USD,30577340.6319361,30577340.6319361,30577340.6319361
45-54,FL,mrh-eq,2117880.55111979,2117880.55111979,2117880.55111979
55-64,CED,MJ,72747256.2490648,72747256.2490648,72747256.2490648
55-64,Food_price,USD,38019663.7799832,38019663.7799832,38019663.7799832
55-64,FL,mrh-eq,2604715.58363464,2604715.58363464,2604715.58363464
65-74,CED,MJ,44562654.5425056,44562654.5425056,44562654.5425056
65-74,Food_price,USD,23391222.6086169,23391222.6086169,23391222.6086169
65-74,FL,mrh-eq,1576690.76842746,1576690.76842746,1576690.76842746
75+,CED,MJ,30904642.0420706,30904642.0420706,30904642.0420706
75+,Food_price,USD,15969532.4520786,15969532.4520786,15969532.4520786
75+,FL,mrh-eq,1098900.98454818,1098900.98454818,1098900.98454818
