sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-37917931.8245284,-39282930.1479718,-38784494.0627062
Female,Food_price,USD,-27725413.0011653,-28554578.9064107,-28110523.1104582
Female,FL,mrh-eq,-1314009.34950036,-1357452.05205439,-1339219.74857546
Male,CED,MJ,-32981005.2158037,-33444988.3925512,-33126016.9918545
Male,Food_price,USD,-20745838.5042249,-21628036.9415323,-21300365.0346813
Male,FL,mrh-eq,-1086203.04677168,-1109484.06413084,-1096696.36081191
