age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-5345667.32772086,-5387217.2678116,-5476020.32807844
20-34,Female,NHW,Food_price,USD,-4788112.70710095,-4414980.85030226,-4802579.91445224
20-34,Female,NHW,FL,mrh-eq,-181395.445383415,-179463.183657515,-185353.660292086
20-34,Female,NHB,CED,MJ,-1517585.02457742,-1422726.10591199,-1477209.53839966
20-34,Female,NHB,Food_price,USD,-1295076.90362345,-1146233.95273879,-1326941.83811182
20-34,Female,NHB,FL,mrh-eq,-49264.2709444858,-46251.0037266636,-48384.9904724698
20-34,Female,HIS,CED,MJ,-1881098.19952339,-1954776.63224411,-2015775.77293417
20-34,Female,HIS,Food_price,USD,-1246838.67743392,-1391501.60208253,-1434991.02659679
20-34,Female,HIS,FL,mrh-eq,-63015.756448519,-66431.5554291201,-68386.4430896129
20-34,Female,OTH,CED,MJ,-877418.417390429,-880371.122898692,-933815.070851929
20-34,Female,OTH,Food_price,USD,-704540.393463274,-704957.983121532,-778900.224284058
20-34,Female,OTH,FL,mrh-eq,-30295.8236989401,-29583.5836762386,-32007.570293162
20-34,Male,NHW,CED,MJ,-5134942.31844221,-4935867.17216886,-5007082.72246247
20-34,Male,NHW,Food_price,USD,-3260553.38449692,-3204466.93856836,-3324979.24524803
20-34,Male,NHW,FL,mrh-eq,-158044.548420241,-152284.251452685,-154030.029112386
20-34,Male,NHB,CED,MJ,-1204560.65433584,-1170330.43995383,-1197201.20029898
20-34,Male,NHB,Food_price,USD,-984386.10289118,-1070742.35606385,-1034630.57938358
20-34,Male,NHB,FL,mrh-eq,-38588.0422388736,-38045.4388542068,-38745.2744662839
20-34,Male,HIS,CED,MJ,-1768811.14289776,-1710471.51869883,-1745267.54249054
20-34,Male,HIS,Food_price,USD,-1319519.23400901,-1201489.59233416,-1285041.55335406
20-34,Male,HIS,FL,mrh-eq,-53969.8901676734,-51837.0082672091,-52968.6110563163
20-34,Male,OTH,CED,MJ,-869216.990249033,-855937.932096437,-820836.067574178
20-34,Male,OTH,Food_price,USD,-568110.540554883,-586686.67145392,-558210.11376154
20-34,Male,OTH,FL,mrh-eq,-27839.4175217639,-27603.8977826684,-26184.4049431102
35-44,Female,NHW,CED,MJ,-3279741.57098003,-3576919.62398112,-3570217.21645728
35-44,Female,NHW,Food_price,USD,-2177673.37000857,-2324259.97596484,-2233400.69266846
35-44,Female,NHW,FL,mrh-eq,-111159.61831295,-121659.204620919,-119311.335656516
35-44,Female,NHB,CED,MJ,-904866.239279052,-939158.387494568,-929633.427470132
35-44,Female,NHB,Food_price,USD,-784239.698081383,-831197.889370652,-836392.991656761
35-44,Female,NHB,FL,mrh-eq,-31364.6430513964,-32702.7337693998,-32204.9248407044
35-44,Female,HIS,CED,MJ,-1062591.18416546,-1171315.441543,-1151389.85743656
35-44,Female,HIS,Food_price,USD,-747210.373464179,-780942.590069173,-848442.569453922
35-44,Female,HIS,FL,mrh-eq,-37585.0815537505,-41455.6374085136,-41150.7535139833
35-44,Female,OTH,CED,MJ,-743975.14208814,-787630.586443918,-690913.991438557
35-44,Female,OTH,Food_price,USD,-469969.45880077,-531331.41243676,-494232.303943894
35-44,Female,OTH,FL,mrh-eq,-26786.6584629752,-28886.2261408356,-25976.2916173854
35-44,Male,NHW,CED,MJ,-3169132.23174045,-3379034.05009152,-3323254.17713399
35-44,Male,NHW,Food_price,USD,-2395063.73786976,-2495409.49592558,-2531645.43030773
35-44,Male,NHW,FL,mrh-eq,-104518.274043064,-111340.48588852,-110708.597990413
35-44,Male,NHB,CED,MJ,-685703.905608239,-678531.556025443,-708792.515082743
35-44,Male,NHB,Food_price,USD,-536455.766824823,-566731.942802717,-606815.481278937
35-44,Male,NHB,FL,mrh-eq,-21646.5842953245,-21710.4834938032,-22619.1814587132
35-44,Male,HIS,CED,MJ,-1240651.74187295,-1250818.23119233,-1201927.06556218
35-44,Male,HIS,Food_price,USD,-860693.03080587,-775914.145630037,-791860.151258428
35-44,Male,HIS,FL,mrh-eq,-40903.7406981657,-40058.3409318158,-39452.0635867963
35-44,Male,OTH,CED,MJ,-463589.773678061,-393686.108707758,-409433.849305672
35-44,Male,OTH,Food_price,USD,-276449.714548777,-236479.103284952,-247596.47590704
35-44,Male,OTH,FL,mrh-eq,-15937.1175498711,-13607.8803219456,-13806.0103380968
45-54,Female,NHW,CED,MJ,-4103237.02915919,-4526517.79616504,-4311507.94385601
45-54,Female,NHW,Food_price,USD,-2814016.41516374,-3531467.89176405,-2936082.85396712
45-54,Female,NHW,FL,mrh-eq,-139665.620943245,-156691.599469339,-146270.744723376
45-54,Female,NHB,CED,MJ,-638002.872695256,-668239.702979266,-635346.78304749
45-54,Female,NHB,Food_price,USD,-592814.200785169,-605700.804236407,-562320.961716278
45-54,Female,NHB,FL,mrh-eq,-22354.2735155408,-23459.8329663235,-22157.2229305903
45-54,Female,HIS,CED,MJ,-716780.315152392,-740260.714124401,-740484.84193922
