race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-31153290.4233425,-33034635.5205076,-31854331.7595345
NHW,added_sugar,Food_price,USD,-55079996.9187388,-58050657.4759509,-56279532.4620361
NHW,added_sugar,FL,mrh-eq,-1452606.69280913,-1537259.43225459,-1485372.86591088
NHW,oil,CED,MJ,-1817981.5568182,-888132.776027219,-1193914.60328487
NHW,oil,Food_price,USD,-1491689.32049573,-865975.578113338,-782117.721028332
NHW,oil,FL,mrh-eq,-93076.2259526851,-44885.5845506926,-59993.4433391805
NHW,sat_fat,CED,MJ,-103297608.846274,-105872124.998499,-106217800.83849
NHW,sat_fat,Food_price,USD,-11440604.2362904,-11716853.0107061,-11784069.4685134
NHW,sat_fat,FL,mrh-eq,-2792974.62663913,-2861814.52162415,-2871988.8124635
NHB,added_sugar,CED,MJ,-7452365.14684435,-7635804.30959554,-7450877.31867519
NHB,added_sugar,Food_price,USD,-12216056.3163768,-12442484.7813538,-12285884.3782555
NHB,added_sugar,FL,mrh-eq,-315366.679793134,-322943.869700498,-313369.91274661
NHB,oil,CED,MJ,-464823.520228527,-592476.442648415,-430812.420130736
NHB,oil,Food_price,USD,-299938.414585878,-327934.458567663,-301385.162495569
NHB,oil,FL,mrh-eq,-23089.9660676369,-29346.2398017511,-21509.5823837492
NHB,sat_fat,CED,MJ,-14953836.6287008,-14841607.7285435,-14563995.6407752
NHB,sat_fat,Food_price,USD,-1651397.35244429,-1641210.76488688,-1627116.99799814
NHB,sat_fat,FL,mrh-eq,-399638.540792248,-396686.90816043,-389163.525431569
HIS,added_sugar,CED,MJ,-7349288.61024505,-7375690.65795682,-7721905.60659228
HIS,added_sugar,Food_price,USD,-11308048.0651053,-11334016.485475,-11992158.4822688
HIS,added_sugar,FL,mrh-eq,-326723.747297602,-329872.919066522,-345428.091810505
HIS,oil,CED,MJ,650564.71183144,536981.253919228,425096.932627921
HIS,oil,Food_price,USD,449155.627660156,319067.234788752,312862.766014633
HIS,oil,FL,mrh-eq,32959.9710834076,27271.7757444033,21657.1875933257
HIS,sat_fat,CED,MJ,-20110683.5372723,-20761670.2567085,-20236907.7994093
HIS,sat_fat,Food_price,USD,-2327479.36153434,-2418717.92244762,-2362237.89289438
HIS,sat_fat,FL,mrh-eq,-549640.473319459,-567448.652011357,-553008.618764747
OTH,added_sugar,CED,MJ,-3579831.65408903,-3703361.97357899,-3617408.79206128
OTH,added_sugar,Food_price,USD,-5903810.50458821,-6115273.57165287,-5885868.15402406
OTH,added_sugar,FL,mrh-eq,-174021.340054788,-181573.750782442,-177474.015412238
OTH,oil,CED,MJ,-382094.797308007,-195690.744908472,-225994.696711602
OTH,oil,Food_price,USD,-339486.957158366,-151097.186689194,-273815.911097268
OTH,oil,FL,mrh-eq,-19692.3199634705,-10457.6205970422,-11694.2464499372
OTH,sat_fat,CED,MJ,-12756441.9884148,-12688984.187048,-12109560.9875178
OTH,sat_fat,Food_price,USD,-1726601.51728757,-1721028.18009421,-1673172.90108757
OTH,sat_fat,FL,mrh-eq,-342266.254476048,-339952.165967703,-323966.603353373
