sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,77529052.3698333,79312011.0113835,78236787.4876956
Female,added_sugar,Food_price,USD,134949355.066612,137526036.933139,136122055.67005
Female,added_sugar,FL,mrh-eq,3654771.76726774,3734010.21645426,3684916.04023904
Female,oil,CED,MJ,42136459.3020663,41331000.2621037,41790449.0415758
Female,oil,Food_price,USD,31819312.6202979,30976760.8781995,31173907.4812489
Female,oil,FL,mrh-eq,2159495.6806049,2117348.60598521,2140342.11306286
Female,sat_fat,CED,MJ,221569159.859819,225668558.969277,224679757.502999
Female,sat_fat,Food_price,USD,25690806.7559343,26154374.7045882,26126769.6842603
Female,sat_fat,FL,mrh-eq,5895058.47070188,6003443.65358661,5977696.93399567
Male,added_sugar,CED,MJ,66971329.7279795,68526333.7123368,67934791.1882061
Male,added_sugar,Food_price,USD,112037721.595677,114636222.872177,113781560.520594
Male,added_sugar,FL,mrh-eq,2969286.11515331,3045173.97209779,3018822.37903399
Male,oil,CED,MJ,33605747.8236968,33362435.7215122,33247269.2708781
Male,oil,Food_price,USD,22606968.6542775,22662687.3442681,22488643.3238474
Male,oil,FL,mrh-eq,1695523.82079193,1683156.04268597,1677145.13503383
Male,sat_fat,CED,MJ,203128468.476306,202954375.727677,202593468.615425
Male,sat_fat,Food_price,USD,22685994.7693981,22675669.9165809,22635402.8506838
Male,sat_fat,FL,mrh-eq,5591148.95433302,5587709.03064697,5577241.55499374
