age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-16172584.571237,-16399201.413781,-16477179.0903708
20-34,Female,NHW,Food_price,USD,-10254764.6899654,-9441163.1731703,-10233483.2748139
20-34,Female,NHW,FL,mrh-eq,-512886.218264164,-508998.367749434,-519225.052381032
20-34,Female,NHB,CED,MJ,-4295342.01941417,-4060250.90925721,-4164819.25309217
20-34,Female,NHB,Food_price,USD,-2743296.07137571,-2461554.69902615,-2815125.8618327
20-34,Female,NHB,FL,mrh-eq,-133956.780039906,-127305.274216846,-131377.686837834
20-34,Female,HIS,CED,MJ,-5237721.75737566,-5353856.21198677,-5554359.30775317
20-34,Female,HIS,Food_price,USD,-2683559.4393228,-2969585.04043649,-3078594.92744513
20-34,Female,HIS,FL,mrh-eq,-166520.394896191,-172241.361861227,-178770.96716801
20-34,Female,OTH,CED,MJ,-2637638.93076798,-2643753.42793379,-2774250.96797185
20-34,Female,OTH,Food_price,USD,-1579207.77242485,-1527938.67479478,-1713637.71464269
20-34,Female,OTH,FL,mrh-eq,-86517.086347646,-83650.0758167319,-89624.6529389292
20-34,Male,NHW,CED,MJ,-14726983.1172446,-14022827.7549144,-14309968.4544334
20-34,Male,NHW,Food_price,USD,-6741564.12685329,-6601105.08849254,-6888022.07325552
20-34,Male,NHW,FL,mrh-eq,-430718.029081001,-409305.621168269,-417406.571787777
20-34,Male,NHB,CED,MJ,-3223928.94673414,-3088328.09785713,-3118725.67333273
20-34,Male,NHB,Food_price,USD,-2016089.04223829,-2160682.50720357,-2091975.02029604
20-34,Male,NHB,FL,mrh-eq,-98552.1200160907,-95890.9409196589,-95687.9537679649
20-34,Male,HIS,CED,MJ,-4749056.18020307,-4634648.96609766,-4696316.0926767
20-34,Male,HIS,Food_price,USD,-2659879.48954473,-2441004.16647418,-2567564.05224585
20-34,Male,HIS,FL,mrh-eq,-138101.554345893,-133916.135886407,-135573.643429128
20-34,Male,OTH,CED,MJ,-2399484.70266717,-2363607.67286524,-2273465.73649655
20-34,Male,OTH,Food_price,USD,-1182314.35669471,-1227571.29895873,-1177263.18326149
20-34,Male,OTH,FL,mrh-eq,-72777.8655729121,-72380.679448092,-68711.0295393232
35-44,Female,NHW,CED,MJ,-10001796.4629103,-10881120.9121942,-11188226.6323731
