sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,NHW,added_sugar,CED,MJ,-26288275.3314247,-27574501.9680306,-26484660.3855738
Female,NHW,added_sugar,Food_price,USD,-47312085.3264051,-49452925.4398595,-47639186.76433
Female,NHW,added_sugar,FL,mrh-eq,-1256619.38050011,-1311688.19072942,-1264244.23694886
Female,NHW,oil,CED,MJ,-2778569.20752274,-1892661.13616641,-2365137.59203713
Female,NHW,oil,Food_price,USD,-2323173.30008428,-1434913.01378673,-1570494.33268658
Female,NHW,oil,FL,mrh-eq,-141458.529289571,-95222.8544562022,-118724.65757327
Female,NHW,sat_fat,CED,MJ,-71160040.6412124,-74472273.162294,-74136290.5386458
Female,NHW,sat_fat,Food_price,USD,-7905306.11986989,-8237330.65239774,-8242785.63948882
Female,NHW,sat_fat,FL,mrh-eq,-1894646.37472368,-1982332.27095565,-1973880.96711872
Female,NHB,added_sugar,CED,MJ,-6789439.29031588,-6786106.78680169,-6545899.00313967
Female,NHB,added_sugar,Food_price,USD,-11347009.7612521,-11136750.0708941,-11039674.3403282
Female,NHB,added_sugar,FL,mrh-eq,-294458.300602813,-294807.614640032,-282111.77174641
Female,NHB,oil,CED,MJ,-707685.386015355,-809818.517893343,-701645.769619888
Female,NHB,oil,Food_price,USD,-381984.43343895,-471081.495643394,-430786.981703792
Female,NHB,oil,FL,mrh-eq,-35155.45841544,-40272.4789597977,-34987.1736086244
Female,NHB,sat_fat,CED,MJ,-10677092.3842305,-10679781.5278116,-10522114.6287346
Female,NHB,sat_fat,Food_price,USD,-1250525.63561085,-1256628.21572659,-1254593.1875185
Female,NHB,sat_fat,FL,mrh-eq,-280898.08187835,-280958.783975792,-276854.603432829
Female,HIS,added_sugar,CED,MJ,-5671632.86055677,-6057612.07264728,-6248535.40466595
Female,HIS,added_sugar,Food_price,USD,-8643186.03046327,-9136488.98669947,-9703082.05989914
Female,HIS,added_sugar,FL,mrh-eq,-268424.048235217,-286007.127255524,-294874.670734215
Female,HIS,oil,CED,MJ,-22453.438635484,-135367.294598498,-140070.932407488
Female,HIS,oil,Food_price,USD,-14944.0250330014,-112763.637151713,-92700.3962349944
Female,HIS,oil,FL,mrh-eq,-1026.22769424084,-6759.13765499762,-6917.04398050944
Female,HIS,sat_fat,CED,MJ,-13631363.262866,-14043124.6216824,-13853455.1345589
Female,HIS,sat_fat,Food_price,USD,-1682385.67566994,-1748895.64742287,-1734586.07397254
Female,HIS,sat_fat,FL,mrh-eq,-367681.240877648,-378644.982724968,-373677.035034202
Female,OTH,added_sugar,CED,MJ,-3116012.24225083,-3230097.53861894,-3294000.0490311
